ArticleID,Pub_Type,Authors,Year ,Title,Pub_name,Volume,Issue,Pages,source
25438,Journal Article,Russo_etal,2020,Prioritizing road-kill mitigation areas: A spatially explicit national-scale model for an elusive carnivore,Diversity and Distributions,26,9,1093-1103,PubDatabase
25442,Journal Article,Sainsbury_etal,2008,Poxviral disease in red squirrels sciurus vulgaris in the UK: Spatial and temporal trends of an emerging threat,EcoHealth,5,3,305-316,PubDatabase
25443,Journal Article,Saito_etal,2016,Time-delayed response of Japanese hare distribution to landscape change along an urban gradient,Journal of Mammalogy,97,5,1451-1460,PubDatabase
25444,Journal Article,Sajeev and Subramanian,2003,Land use/land cover changes in Ashtamudi wetland region of Kerala - A study using remote sensing and GIS,Journal of the Geological Society of India,61,5,573-580,PubDatabase
25447,Journal Article,Sales Naiara_etal,2018,Introgression from non-native species unveils a hidden threat to the migratory Neotropical fish Prochilodus hartii,Biological Invasions,20,3,555-566,PubDatabase
25449,Journal Article,Salgado_etal,2018,"Distribution of deep-water corals, sponges, and demersal fisheries landings in Southern California, USA: Implications for conservation priorities",PeerJ,2018,10,,PubDatabase
25454,Journal Article,Samhouri and Levin,2012,Linking land- and sea-based activities to risk in coastal ecosystems,Biological Conservation,145,1,118-129,PubDatabase
25461,Journal Article,Sanchez-Mercado_etal,2008,"Factors affecting poaching risk to Vulnerable Andean bears Tremarctos ornatus in the Cordillera de Merida, Venezuela: space, parks and people",Oryx,42,3,437-447,PubDatabase
25464,Journal Article,Sangil_etal,2013,Assessing the impact of fishing in shallow rocky reefs: A multivariate approach to ecosystem management,Marine Pollution Bulletin,76,2022-02-01,203-213,PubDatabase
25469,Journal Article,Santora_etal,2017,Persistence of trophic hotspots and relation to human impacts within an upwelling marine ecosystem,Ecological Applications,27,2,560-574,PubDatabase
25470,Journal Article,Santora_etal,2020,Habitat compression and ecosystem shifts as potential links between marine heatwave and record whale entanglements,Nature Communications,11,1,,PubDatabase
25473,Journal Article,Santos_etal,2013,"Relative effects of road risk, habitat suitability, and connectivity on wildlife roadkills: The case of tawny owls (Strix aluco)",PLoS ONE,8,11,,PubDatabase
25474,Journal Article,Santos_etal,2013,Using species distribution modelling to predict bat fatality risk at wind farms,Biological Conservation,157,,178-186,PubDatabase
25482,Journal Article,Scabin_etal,2011,The spatial distribution of illegal logging in the Anavilhanas archipelago (Central Amazonia) and logging impacts on species,Environmental Conservation,39,2,111-121,PubDatabase
25487,Journal Article,Scheele_etal,2015,Landscape context influences chytrid fungus distribution in an endangered European amphibian,Animal Conservation,18,5,480-488,PubDatabase
25488,Journal Article,Scheele_etal,2019,Amphibian fungal panzootic causes catastrophic and ongoing loss of biodiversity,Science,363,6434,1459-1463,PubDatabase
25493,Journal Article,Schinegger_etal,2013,Pressure-specific and multiple pressure response of fish assemblages in European running waters,Limnologica,43,5,348-361,PubDatabase
25496,Journal Article,Schlacher_etal,2016,Human threats to sandy beaches: A meta-analysis of ghost crabs illustrates global anthropogenic impacts,"Estuarine, Coastal and Shelf Science",169,,56-73,PubDatabase
25499,Journal Article,Schmeller_etal,2007,Introducing water frogs - Is there a risk for indigenous species in France?,Comptes Rendus - Biologies,330,9,684-690,PubDatabase
25507,Journal Article,Schuette_etal,2016,"Ungulate distributions in a rangeland with competitors, predators and pastoralists",Journal of Applied Ecology,53,4,1066-1077,PubDatabase
25511,Journal Article,Schurmann_etal,2020,Assessing the relationship between land tenure issues and land cover changes around the Arabuko Sokoke Forest in Kenya,Land Use Policy,95,,13,PubDatabase
25512,Journal Article,Schuyler_etal,2014,Global Analysis of Anthropogenic Debris Ingestion by Sea Turtles,Conservation Biology,28,1,129-139,PubDatabase
25513,Journal Article,Schwartz_etal,2010,Hazards affecting grizzly bear survival in the greater yellowstone ecosystem,Journal of Wildlife Management,74,4,654-667,PubDatabase
25515,Journal Article,Sciarretta_etal,2016,Adaptive management of invasive pests in natural protected areas: The case of Matsucoccus feytaudi in Central Italy,Bulletin of Entomological Research,106,1,2018-09-01,PubDatabase
25516,Journal Article,Scolozzi and Geneletti,2011,Spatial rule-based assessment of habitat potential to predict impact of land use changes on biodiversity at municipal scale,Environmental Management,47,3,368-383,PubDatabase
25518,Journal Article,Seabrook_etal,2011,Drought-driven change in wildlife distribution and numbers: a case study of koalas in south west Queensland,Wildlife Research,38,6,509-524,PubDatabase
25520,Journal Article,Seidel_etal,2018,Assessment of roe deer (Capreolus capreolus L.) – vehicle accident hotspots with respect to the location of ‘trees outside forest’ along roadsides,Applied Geography,93,,76-80,PubDatabase
25521,Journal Article,Seidler_etal,2015,Identifying impediments to long-distance mammal migrations,Conservation Biology,29,1,99-109,PubDatabase
25523,Journal Article,Seiler,2005,Predicting locations of moose-vehicle collisions in Sweden,Journal of Applied Ecology,42,2,371-382,PubDatabase
25524,Journal Article,Seim_etal,2016,Climate change increases drought stress of juniper trees in the mountains of central Asia,PLoS ONE,11,4,,PubDatabase
25525,Journal Article,Seimon_etal,2013,Canine distemper virus: An emerging disease in wild endangered Amur tigers (Panthera tigris altaica),mBio,4,4,,PubDatabase
25526,Journal Article,Seimon_etal,2015,"Assessing the threat of amphibian chytrid fungus in the Albertine Rift: Past, present and future",PLoS ONE,10,12,,PubDatabase
25529,Journal Article,Selkoe_etal,2009,"A map of human impacts to a ""pristine"" coral reef ecosystem, the Papah?naumoku?kea Marine National Monument",Coral Reefs,28,3,635-650,PubDatabase
25530,Journal Article,Selman_etal,2013,Effects of human disturbance on the behavior and physiology of an imperiled freshwater turtle,Journal of Wildlife Management,77,5,877-885,PubDatabase
25531,Journal Article,Selvalakshmi,2014,Are the sensitive zones degrading? A modelling approach using GIS and remote sensing,Proceedings of the International Academy of Ecology and Environmental Sciences,4,1,2017-07-01,PubDatabase
25535,Journal Article,Semper-Pascual_etal,2020,Using occupancy models to assess the direct and indirect impacts of agricultural expansion on species’ populations,Biodiversity and Conservation,,,,PubDatabase
25539,Journal Article,Senn Helen_etal,2019,Distinguishing the victim from the threat: SNP?based methods reveal the extent of introgressive hybridization between wildcats and domestic cats in Scotland and inform future in situ and ex situ management options for species restoration,Evolutionary applications,12,3,399-414,PubDatabase
25542,Journal Article,Serieys_etal,2019,Widespread anticoagulant poison exposure in predators in a rapidly growing South African city,Science of the Total Environment,666,,581-590,PubDatabase
25543,Journal Article,Serra-Varela_etal,2017,Incorporating exposure to pitch canker disease to support management decisions of Pinus pinaster ait. in the face of Climate change,PLoS ONE,12,2,,PubDatabase
25551,Journal Article,Shalders_etal,2018,Potential climate-mediated changes to the distribution and density of pomacentrid reef fishes in south-Western Australia,Marine Ecology Progress Series,604,,223-235,PubDatabase
25557,Journal Article,Jacoby_etal,2020,"Shark movement strategies influence poaching risk and can guide enforcement decisions in a large, remote marine protected area",Journal of Applied Ecology,,,11,PubDatabase
25559,Journal Article,Sharma_etal,2018,Spatial assessment of the potential impact of infrastructure development on biodiversity conservation in lowland Nepal,ISPRS International Journal of Geo-Information,7,9,,PubDatabase
25560,Journal Article,Sharma_etal,2020,Potential distribution of the critically endangered Chinese pangolin (Manis pentadactyla) in different land covers of Nepal: Implications for conservation,Sustainability (Switzerland),12,3,,PubDatabase
25565,Thesis,"Shester Geoffrey, G.",2008,"Sustainability in small-scale fisheries: An analysis of ecosystem impacts, fishing behavior, and spatial management using participatory research methods",,,,,PubDatabase
25567,Journal Article,Shilling and Waetjen,2015,Wildlife-vehicle collision hotspots at US highway extents: scale and data source effects,Nature Conservation-Bulgaria,,11,41-60,PubDatabase
25574,Journal Article,Short_etal,2018,The use of mosquito nets in fisheries: A global perspective,PLoS ONE,13,1,,PubDatabase
25575,Journal Article,Shrestha_etal,2019,Identifying and forecasting potential biophysical risk areas within a tropical mangrove ecosystem using multi-sensor data,International Journal of Applied Earth Observation and Geoinformation,74,,281-294,PubDatabase
25577,Journal Article,Sieber_etal,2013,Landsat-based mapping of post-Soviet land-use change to assess the effectiveness of the Oksky and Mordovsky protected areas in European Russia,Remote Sensing of Environment,133,,38-51,PubDatabase
25582,Journal Article,Sigaud_etal,2020,Emerging conflict between conservation programmes: when a threatened vertebrate facilitates the dispersal of exotic species in a rare plant community,Animal Conservation,,,,PubDatabase
25585,Journal Article,Silcock_etal,2019,Feral fuchsia eating: Long-term decline of a palatable shrub in grazed rangelands,Journal of Arid Environments,163,,2022-08-01,PubDatabase
25588,Journal Article,Silva_etal,2014,A spatially explicit approach to assess the collision risk between birds and overhead power lines: A case study with the little bustard,Biological Conservation,170,,256-263,PubDatabase
25589,Journal Article,Silva_etal,2018,"Who let the dogs out? Occurrence, population size and daily activity of domestic dogs in an urban Atlantic Forest reserve",Perspectives in Ecology and Conservation,16,4,228-233,PubDatabase
25591,Journal Article,Silva_etal,2020,High roadkill rates in the Dong Phayayen-Khao Yai World Heritage Site: conservation implications of a rising threat to wildlife,Animal Conservation,23,4,466-478,PubDatabase
25593,Journal Article,Silva-Rodríguez and Sieving,2012,Domestic dogs shape the landscape-scale distribution of a threatened forest ungulate,Biological Conservation,150,1,103-110,PubDatabase
25598,Journal Article,Simon_etal,2019,Bait Collecting by Subsistence and Recreational Fishers in Knysna Estuary May Impact Management and Conservation,African Zoology,54,2,91-103,PubDatabase
25600,Journal Article,Singh_etal,2009,"Geospatial approach for tiger habitat evaluation and distribution in Corbett Tiger reserve, India",Journal of the Indian Society of Remote Sensing,37,4,573-585,PubDatabase
25601,Journal Article,Singh_etal,2017,"Influence of changes in watershed landuse pattern on the wetland of Sultanpur National Park, Haryana using remote sensing techniques and hydrochemical analysis",Remote Sensing Applications: Society and Environment,7,,84-92,PubDatabase
25607,Journal Article,Sini_etal,2019,Small-scale coastal fishing shapes the structure of shallow rocky reef fish in the aegean sea,Frontiers in Marine Science,6,OCT,2015-01-01,PubDatabase
25614,Thesis,"Skaer, T. and Meghan, J.",2015,"Spatial Pattern in Invasive Grasses of California: Demography, Competition, and Environmental Alteration",,,,,PubDatabase
25618,Journal Article,Sloan_etal,2018,"Infrastructure development and contested forest governance threaten the Leuser Ecosystem, Indonesia",Land Use Policy,77,,298-309,PubDatabase
25619,Journal Article,Smeraldo_etal,2020,Modelling risks posed by wind turbines and power lines to soaring birds: the black stork (Ciconia nigra) in Italy as a case study,Biodiversity and Conservation,29,6,1959-1976,PubDatabase
25622,Journal Article,Smith_etal,2014,Prioritizing winter habitat quality for greater sage-grouse in a landscape influenced by energy development,Ecosphere,5,2,,PubDatabase
25625,Journal Article,Smith_etal,2017,Predation risk: A potential mechanism for effects of a wind energy facility on Greater Prairie-Chicken survival,Ecosphere,8,6,,PubDatabase
25628,Journal Article,Smith Joshua_etal,2020,Validation of presence-only models for conservation planning and the application to whales in a multiple-use marine park,Ecological applications : a publication of the Ecological Society of America,,,1,PubDatabase
25629,Journal Article,Smolinski and Calkiewicz,2015,A fish-based index for assessing the ecological status of Polish transitional and coastal waters,Marine Pollution Bulletin,101,2,497-506,PubDatabase
25630,Journal Article,Snyder_etal,2011,"Spatial variability of an invasive earthworm (Amynthas agrestis) population and potential impacts on soil characteristics and millipedes in the Great Smoky Mountains National Park, USA",Biological Invasions,13,2,349-358,PubDatabase
25633,Journal Article,Soh_etal,2014,"Spatial correlates of livestock depredation by Amur tigers in Hunchun, China: Relevance of prey density and implications for protected area management",Biological Conservation,169,,117-127,PubDatabase
25636,Journal Article,Soiret_etal,2019,"The diversity and conservation of mammals in the Dodo Coastal Forest in southwestern Côte d'Ivoire, western Africa: A preliminary study",Journal of Threatened Taxa,11,6,13654-13666,PubDatabase
25640,Thesis,"Songer Melissa, A.",2006,Endangered dry deciduous forests of Upper Myanmar (Burma): A multi-scale approach for research and conservation,,,,,PubDatabase
25642,Journal Article,Songhurst_etal,2016,Finding pathways to human-elephant coexistence: a risky business,Oryx,50,4,713-720,PubDatabase
25643,Journal Article,Sonricker_etal,2012,Digital Surveillance: A Novel Approach to Monitoring the Illegal Wildlife Trade,PLoS ONE,7,12,,PubDatabase
25645,Journal Article,Soriano_etal,2019,"Land Use/Land Cover Change Detection and Urban Sprawl Analysis in the Mount Makiling Forest Reserve Watersheds and Buffer Zone, Philippines",Environments,6,2,20,PubDatabase
25646,Journal Article,Soroye_etal,2020,Climate change contributes to widespread declines among bumble bees across continents,Science,367,6478,685-688,PubDatabase
25651,Journal Article,Sousa_etal,2019,Disentangling exploitation of the intertidal grazer Phorcus sauciatus (Gastropoda: Trochidae) in an oceanic archipelago: Implications for conservation,Marine Ecology,40,2,,PubDatabase
25654,Journal Article,Spanowicz_etal,2020,An adaptive plan for prioritizing road sections for fencing to reduce animal mortality,Conservation Biology,,,,PubDatabase
25656,Journal Article,Spitzen-Van Der_etal,2016,Expanding distribution of lethal amphibian fungus Batrachochytrium salamandrivorans in Europe,Emerging Infectious Diseases,22,7,1286-1288,PubDatabase
25664,Journal Article,Stafford_etal,2017,A Cross-Site Analysis of Neotropical Bird Hunting Profiles,Tropical Conservation Science,10,,,PubDatabase
25671,Journal Article,Steinke and Saito,2013,Priority wetlands for conservation of waterbird's diversity in the mirim lagoon catchement area (Brazil-Uruguay),Pan-American Journal of Aquatic Sciences,8,4,221-239,PubDatabase
25674,Journal Article,Steizenmuller_etal,2010,Towards a spatially explicit risk assessment for marine management: Assessing the vulnerability of fish to aggregate extraction,Biological Conservation,143,1,230-238,PubDatabase
25675,Journal Article,Stelzenmüller_etal,2009,Patterns of species and functional diversity around a coastal marine reserve: A fisheries perspective,Aquatic Conservation: Marine and Freshwater Ecosystems,19,5,554-565,PubDatabase
25676,Journal Article,Stelzenmuller_etal,2015,Quantitative environmental risk assessments in the context of marine spatial management: current approaches and some perspectives,Ices Journal of Marine Science,72,3,1022-1042,PubDatabase
25679,Journal Article,Stephens_etal,2016,Consistent response of bird populations to climate change on two continents,Science,352,6281,84-87,PubDatabase
25680,Journal Article,Stephenson_etal,2017,Spatial and temporal changes in pot-fishing effort and habitat use,ICES Journal of Marine Science,74,8,2201-2212,PubDatabase
25682,Journal Article,Steven and Castley,2013,Tourism as a threat to critically endangered and endangered birds: Global patterns and trends in conservation hotspots,Biodiversity and Conservation,22,4,1063-1082,PubDatabase
25684,Journal Article,Stewart_etal,2010,Characterizing fishing effort and spatial extent of coastal fisheries,PLoS ONE,5,12,,PubDatabase
25686,Journal Article,Stock_etal,2018,Uncertainty analysis and robust areas of high and low modeled human impact on the global oceans,Conservation Biology,32,6,1368-1379,PubDatabase
25687,Journal Article,Stock_etal,2018,Mapping ecological indicators of human impact with statistical and machine learning methods: Tests on the California coast,Ecological Informatics,48,,37-47,PubDatabase
25688,Journal Article,Stoica_etal,2017,"A case study in the Moldavian Central Plateau, Romania - habitat distribution, conservation status and human impact in a protected area",Contributii Botanice,52,,119-131,PubDatabase
25692,Journal Article,Stortini_etal,2015,A decision-support tool to facilitate discussion of no-take boundaries for Marine Protected Areas during stakeholder consultation processes,Journal for Nature Conservation,23,,45-52,PubDatabase
25695,Journal Article,Stroud_etal,2017,Establishment of Anolis sagrei on Bermuda represents a novel ecological threat to Critically Endangered Bermuda skinks (Plestiodon longirostris),Biological Invasions,19,6,1723-1731,PubDatabase
25696,Journal Article,Strubbe_etal,2010,Assessing the potential impact of invasive ring-necked parakeets Psittacula krameri on native nuthatches Sitta europeae in Belgium,Journal of Applied Ecology,47,3,549-557,PubDatabase
25697,Journal Article,Struebig_etal,2018,Addressing human-tiger conflict using socio-ecological information on tolerance and risk,Nature Communications,9,1,,PubDatabase
25709,Journal Article,Swan_etal,2017,Expert elicitation as a method for exploring illegal harvest and trade of wild meat over large spatial scales,ORYX,51,2,298-304,PubDatabase
25711,Journal Article,Swartz_etal,2010,The spatial expansion and ecological footprint of fisheries (1950 to present),PLoS ONE,5,12,,PubDatabase
25712,Journal Article,Symes_etal,2018,Combined impacts of deforestation and wildlife trade on tropical biodiversity are severely underestimated,Nature Communications,9,1,,PubDatabase
25713,Journal Article,Syphard_etal,2007,Human influence on California fire regimes,Ecological Applications,17,5,1388-1402,PubDatabase
25714,Journal Article,Syphard_etal,2009,Conservation Threats Due to Human-Caused Increases in Fire Frequency in Mediterranean-Climate Ecosystems,Conservation Biology,23,3,758-769,PubDatabase
25716,Journal Article,Syxaiyakhamthor_etal,2019,Identifying priority areas for the conservation of the Critically Endangered northern white-cheeked gibbon Nomascus leucogenys in northern Lao,ORYX,,,,PubDatabase
25717,Journal Article,Szabo_etal,2009,Predicting avian distributions to evaluate spatiotemporal overlap with locust control operations in eastern Australia,Ecological Applications,19,8,2026-2037,PubDatabase
25724,Journal Article,Talukdar_etal,2020,"Assessment of forest health status using a forest fragmentation approach: a study in Patharia Hills Reserve Forest, northeast India",Modeling Earth Systems and Environment,6,1,27-37,PubDatabase
25726,Journal Article,Tamario_etal,2019,Coastal river connectivity and the distribution of ascending juvenile European eel (Anguilla anguilla L.): Implications for conservation strategies regarding fish-passage solutions,Aquatic Conservation: Marine and Freshwater Ecosystems,29,4,612-622,PubDatabase
25732,Journal Article,Tancell_etal,2016,Marine spatial planning for the conservation of albatrosses and large petrels breeding at South Georgia,Biological Conservation,198,,165-176,PubDatabase
25734,Journal Article,Tapia-Armijos_etal,2017,Spatio-temporal analysis of the human footprint in South Ecuador: Influence of human pressure on ecosystems and effectiveness of protected areas,Applied Geography,78,,22-32,PubDatabase
25737,Journal Article,Tarrant_etal,2013,Spatial Assessment of Amphibian Chytrid Fungus (Batrachochytrium dendrobatidis) in South Africa Confirms Endemic and Widespread Infection,Plos One,8,7,9,PubDatabase
25740,Journal Article,Taylor_etal,2018,Incorporating fragmentation and non-native species into distribution models to inform fluvial fish conservation,Conservation Biology,32,1,171-182,PubDatabase
25745,Journal Article,Tello_etal,2020,The loss of landscape ecological functionality in the barcelona province (1956-2009): Could land-use history involve a legacy for current biodiversity?,Sustainability (Switzerland),12,6,,PubDatabase
25751,Journal Article,Thapa_etal,2017,"Combined land cover changes and habitat occupancy to understand corridor status of Laljhadi-Mohana wildlife corridor, Nepal",European Journal of Wildlife Research,63,5,,PubDatabase
25753,Journal Article,Thaxter_etal,2019,Avian vulnerability to wind farm collision through the year: Insights from lesser black-backed gulls (Larus fuscus) tracked from multiple breeding colonies,Journal of Applied Ecology,56,11,2410-2422,PubDatabase
25754,Journal Article,Thellmann_etal,2018,Tipping points in the supply of ecosystem services of a mountainous watershed in Southeast Asia,Sustainability (Switzerland),10,7,,PubDatabase
25755,Journal Article,Theodorakis_etal,2017,Effects of Military activity and habitat quality on DNA damage and oxidative stress in the largest population of the Federally threatened gopher tortoise,Ecotoxicology,26,10,1344-1357,PubDatabase
25757,Journal Article,Thiault_etal,2020,Predicting poaching risk in marine protected areas for improved patrol efficiency,Journal of Environmental Management,254,,,PubDatabase
25761,Journal Article,Thiebot_etal,2014,Stage-dependent distribution of the Critically Endangered Amsterdam albatross in relation to Economic Exclusive Zones,Endangered Species Research,23,3,263-276,PubDatabase
25766,Journal Article,Thonfeld_etal,2020,"The impact of anthropogenic land use change on the protected areas of the Kilombero catchment, Tanzania",ISPRS Journal of Photogrammetry and Remote Sensing,168,,41-55,PubDatabase
25767,Journal Article,Thongmanivong_etal,2005,"Resource use dynamics and land-cover change in Ang Nhai Village and Phou Phanang National Reserve Forest, Lao PDR",Environmental Management,36,3,382-393,PubDatabase
25781,Journal Article,Tingley_etal,2019,Geographic and taxonomic patterns of extinction risk in Australian squamates,Biological Conservation,238,,,PubDatabase
25784,Journal Article,To_etal,2017,Protection status and national socio-economic context shape land conversion in and around a key transboundary protected area complex in West Africa,Remote Sensing in Ecology and Conservation,3,4,190-201,PubDatabase
25796,Journal Article,Tolotti_etal,2015,Vulnerability of the oceanic whitetip shark to pelagic longline fisheries,PLoS ONE,10,10,,PubDatabase
25798,Journal Article,Topp-Jorgensen_etal,2009,"Relative densities of mammals in response to different levels of bushmeat hunting in the Udzungwa Mountains, Tanzania",Tropical Conservation Science,2,1,70-87,PubDatabase
25802,Journal Article,Tovar_etal,2012,Recent Changes in Patch Characteristics and Plant Communities in the Jalca Grasslands of the Peruvian Andes,Biotropica,44,3,321-330,PubDatabase
25803,Journal Article,Tracy_etal,2019,Modeling fall migration pathways and spatially identifying potential migratory hazards for the eastern monarch butterfly,Landscape Ecology,34,2,443-458,PubDatabase
25805,Journal Article,Trebilco_etal,2008,At sea movement of Macquarie Island giant petrels: Relationships with marine protected areas and Regional Fisheries Management Organisations,Biological Conservation,141,12,2942-2958,PubDatabase
25806,Journal Article,Trebilco_etal,2011,Mapping species richness and human impact drivers to inform global pelagic conservation prioritisation,Biological Conservation,144,5,1758-1766,PubDatabase
25808,Journal Article,Treves_etal,2006,"A simple, cost-effective method for involving stakeholders in spatial assessments of threats to biodiversity",Human Dimensions of Wildlife,11,1,43-54,PubDatabase
25813,Journal Article,Trew_etal,2019,Using Cumulative Impact Mapping to Prioritize Marine Conservation Efforts in Equatorial Guinea,Frontiers in Marine Science,6,,,PubDatabase
25820,Journal Article,Trochine_etal,2018,Non-native Fish Occurrence and Biomass in 1943 Western Palearctic Lakes and Reservoirs and their Abiotic and Biotic Correlates,Ecosystems,21,3,395-409,PubDatabase
25821,Journal Article,Troia and Mcmanamay,2020,Biogeographic classification of streams using fish community– and trait–environment relationships,Diversity and Distributions,26,1,108-125,PubDatabase
25824,Thesis,"Troy Jeff, R.",2013,"Studies of artificial light, seabird fallout, and habitat suitability concerning newell's shearwater and Hawaiian petrel conservation",,,,,PubDatabase
25826,Journal Article,Trull_etal,2017,Patterns and biases of climate change threats in the IUCN Red List,Conservation Biology,32,1,135-147,PubDatabase
25830,Journal Article,Tucker_etal,2018,Moving in the Anthropocene: Global reductions in terrestrial mammalian movements,Science,359,6374,466-469,PubDatabase
25832,Journal Article,Tulloch_etal,2020,Long-term trends and a risk analysis of cetacean entanglements and bycatch in fisheries gear in Australian waters,Biodiversity and Conservation,29,1,251-282,PubDatabase
25833,Journal Article,Tulloch_etal,2020,Linking threat maps with management to guide conservation investment,Biological Conservation,245,,,PubDatabase
25837,Journal Article,Tursi_etal,2018,Mega-litter and remediation: the case of Mar Piccolo of Taranto (Ionian Sea),Rendiconti Lincei,29,4,817-824,PubDatabase
25838,Conference Proceeding,"Twumasi, Y. A. and Merem, E. C.",2006,Management of watersheds with remote sensing and gis: A case study of River Delta Region in Nigerianiger,,3,,,PubDatabase
25846,Journal Article,Underwood_etal,2011,Incorporating biodiversity conservation and recreational wildlife values into smart growth land use planning,Landscape and Urban Planning,100,2022-02-01,136-143,PubDatabase
25850,Journal Article,Vacchiano_etal,2018,Modeling anthropogenic and natural fire ignitions in an inner-alpine valley,Natural Hazards and Earth System Sciences,18,3,935-948,PubDatabase
25856,Thesis,"Valliere Justin, M.",2016,"Ecological Impacts of Nitrogen Deposition, Drought and Nonnative Plant Invasion on Coastal Sage Scrub of the Santa Monica Mountains",,,,,PubDatabase
25857,Journal Article,Valliere_etal,2020,Declines in native forb richness of an imperiled plant community across an anthropogenic nitrogen deposition gradient,Ecosphere,11,2,,PubDatabase
25858,Journal Article,Van_etal,2015,Prioritizing West African medicinal plants for conservation and sustainable extraction studies based on market surveys and species distribution models,Biological Conservation,181,,173-181,PubDatabase
25862,Journal Article,Van_etal,2015,Environmental gap analysis to prioritize conservation efforts in eastern Africa,PLoS ONE,10,4,,PubDatabase
25865,Journal Article,Van Den_etal,2018,Sustainability issues of commercial non-timber forest product extraction in West Suriname,Journal of Ethnobiology and Ethnomedicine,14,1,,PubDatabase
25866,Journal Article,Van Der_etal,2018,North Sea demersal fisheries prefer specific benthic habitats,PLoS ONE,13,12,,PubDatabase
25870,Journal Article,Van_etal,2017,Evaluating efficacy of fence markers in reducing greater sage-grouse collisions with fencing,Biological Conservation,213,,70-83,PubDatabase
25874,Journal Article,Van_etal,2018,Tree genetic resources at risk in South America: A spatial threat assessment to prioritize populations for conservation,Diversity and Distributions,24,6,718-729,PubDatabase
25875,Journal Article,Vanderlaan_etal,2009,Probability and mitigation of vessel encounters with North Atlantic right whales,Endangered Species Research,6,3,273-285,PubDatabase
25877,Journal Article,Vanderpost,2007,"Protected Areas in Ngamiland, Botswana: Investigating Options for Conservation-Development Through Human Footprint Mapping",International Journal of Environmental Studies,64,5,555,PubDatabase
25878,Journal Article,Vangansbeke_etal,2017,Spatially combining wood production and recreation with biodiversity conservation,Biodiversity and Conservation,26,13,3213-3239,PubDatabase
25879,Journal Article,Vanthomme_etal,2017,Antipoaching standards in onshore hydrocarbon concessions drawn from a Central African case study,Conservation Biology,31,3,696-706,PubDatabase
25880,Journal Article,Vardarman_etal,2018,The role of protected area zoning in invasive plant management,Biodiversity and Conservation,27,8,1811-1829,PubDatabase
25884,Journal Article,Vasapollo_etal,2019,Bottom trawl catch comparison in the Mediterranean Sea: Flexible Turtle Excluder Device (TED) vs traditional gear,PLoS ONE,14,12,,PubDatabase
25888,Journal Article,Vasilakis_etal,2016,Reconciling endangered species conservation with wind farm development: Cinereous vultures (Aegypius monachus) in south-eastern Europe,Biological Conservation,196,,2017-10-01,PubDatabase
25889,Journal Article,Vasilakis_etal,2017,A balanced solution to the cumulative threat of industrialized wind farm development on cinereous vultures (Aegypius monachus) in south-eastern Europe,PLoS ONE,12,2,,PubDatabase
25891,Journal Article,Vasyliuk_etal,2015,A review of major impact factors of hostilities influencing biodiversity in the Eastern Ukraine (Modeled On Selected Animal Species),Vestnik Zoologii,49,2,145-158,PubDatabase
25892,Journal Article,Veach_etal,2017,"Threats from urban expansion, agricultural transformation and forest loss on global conservation priority areas",PLoS ONE,12,11,,PubDatabase
25894,Journal Article,Velado-Alonso_etal,2020,Relationships between the distribution of wildlife and livestock diversity,Diversity and Distributions,26,10,1264-1275,PubDatabase
25896,Journal Article,Velho_etal,2012,"Hunting: A serious and understudied threat in India, a globally significant conservation region",Biological Conservation,148,1,210-215,PubDatabase
25901,Journal Article,Vendramin_etal,2013,Viral Encephalopathy and Retinopathy in groupers (Epinephelus spp.) in southern Italy: a threat for wild endangered species?,BMC veterinary research,9,1,2022-07-01,PubDatabase
25903,Journal Article,Venegas-Li_etal,2019,Global assessment of marine biodiversity potentially threatened by offshore hydrocarbon activities,Global Change Biology,25,6,2009-2020,PubDatabase
25904,Journal Article,Venkataraman_etal,2002,Conservation of a flagship species: Prioritizing Asian Elephant (Elephas maximus) conservation units in southern India,Current Science,82,8,1022-1033,PubDatabase
25908,Journal Article,Vergara-Tabares_etal,2020,Global trends of habitat destruction and consequences for parrot conservation,Global Change Biology,26,8,4251-4262,PubDatabase
25911,Journal Article,Verones_etal,2017,Biodiversity impacts from water consumption on a global scale for use in life cycle assessment,International Journal of Life Cycle Assessment,22,8,1247-1256,PubDatabase
25912,Journal Article,Versluijs_etal,2020,Comparing the effects of even-aged thinning and selective felling on boreal forest birds,Forest Ecology and Management,475,,,PubDatabase
25913,Journal Article,Verutes_etal,2020,Using GIS and stakeholder involvement to innovate marine mammal bycatch risk assessment in data-limited fisheries,PLoS ONE,15,2022-08-08,,PubDatabase
25925,Journal Article,Vimal_etal,2012,Exploring spatial patterns of vulnerability for diverse biodiversity descriptors in regional conservation planning,Journal of Environmental Management,95,1,2016-09-01,PubDatabase
25926,Thesis,"Vinitpornsawan, S.",2013,"Population and spatial ecology of tigers and leopards relative to prey availability and human activity in thung yai naresuan (east) wildlife sanctuary, Thailand",,,,,PubDatabase
25930,Journal Article,Visintin_etal,2018,Managing the timing and speed of vehicles reduces wildlife-transport collision risk,Transportation Research Part D: Transport and Environment,59,,86-95,PubDatabase
25933,Thesis,"Vogel Laura, S.",2007,"The decline of Fowler's toad (<i>Bufo fowleri</i>) in southern Louisiana: Molecular genetics, field experiments and landscape studies",,,,123,PubDatabase
25934,Journal Article,Vojar_etal,2017,"Distribution, prevalence, and amphibian hosts of Batrachochytrium dendrobatidis in the Balkans",Salamandra,53,1,44-49,PubDatabase
