ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res_unit,Spatial_res,Continent_Ocean,Country_EEZ,Threat_metric,Threat_data,Threat,Quantity_threats,threat_precision,threat_database,Pop_metric,Pop_data,pop_database,tax_res,tax_scope,tax_kingdom,plant_group,animal_group
25391,Rodrigues_etal,2012,Observational,Terrestrial,Sub-national,polygon,NA,europe,Spain,rs,Quantitative,9.6:PollEnergy,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,bird
25392,Rodrigues_etal,2014,Observational,Terrestrial,Global,NA,NA,na,na,database,Quantitative,2.5:AgUncpec;5.1:UseAnimals;5.3:UseWood;5.4:UseAquatic;8.1:SDAlienInv;11.1:CC_Habitat,6,level2,IUCNredlist,database,Quantitative,IUCNredlist,class,phylum,animalia,na,bird;mammal;amphibia
25393,Rodrigues_etal,2014,Observational,Terrestrial,National,km2,1,europe,Spain,database;modelled,Qualitative,7.1:FireSystem;4.2:UtilityLine;4.1:RoadRail;2.5:AgUncpec,4,level2,Various,protected_area,Qualitative ,NA,other,other,other,na,na
25400,Rodriguez-Merino_etal,2017,Observational,Freshwater,Multi-national,arc_minutes,5,europe,Spain;Portugal,modelled,Quantitative,8.1:SDAlienInv,1,level2,NA,pchba,Qualitative ,PlantBiodiversityHotspot,kingdom,kingdom,plantae,plant,na
25402,Rodríguez-Rodríguez and Bomhard,2012,Observational,Terrestrial,Global,km2,1,na,na,database,Quantitative,1.4:DevUnspec;2.5:AgUncpec;4.1:RoadRail;3.4:EnergUnspec;6.3:Other,5,cumulative,HII_SEDAC2005,pchba,Qualitative ,UNEP-WCMC2002_MountainAreas,other,other,other,na,na
25405,Rodríguez-Teijeiro_etal,2009,Observational,Terrestrial,National,NA,NA,europe,Spain,database,Qualitative,2.1:AgNTC;5.1:UseAnimals,2,level2,GovernmentData;SpanishClimatologicalBulletins,database,Qualitative ,GovernmentData,species,species,animalia,na,bird
25407,Roe_etal,2014,Observational,Marine,Continental,degrees,5,north pacific;south pacific,na,database,Quantitative,5.4:UseAquatic,1,level2,SecretariatforPacificComunities_SPC;UNFAO,rs,Quantitative,NA,species,species,animalia,na,reptile
25409,Roger_etal,2011,Observational,Terrestrial,Local,m,100,australasia,Australia,survey,Qualitative,4.1:RoadRail,1,level2,NA,modelled,Quantitative,NA,species,species,animalia,na,mammal
25410,Roger_etal,2012,Observational,Terrestrial,Local,polygon,NA,australasia,Australia,survey,Qualitative,4.1:RoadRail,1,level2,NA,modelled;survey,Qualitative ,NA,species,species,animalia,na,mammal
25411,Rogers_etal,2010,Observational,Terrestrial,National,polygon,km,africa,Madagascar,modelled,Qualitative,1.1:DevResid;2.5:AgUncpec;4.1:RoadRail;7.1:FireSystem,4,cumulative,na,pchba,qualitative,KBAs,other,other,other,na,na
25413,Román-Palacios and Valencia-Zuleta,2018,Observational,Freshwater;Terrestrial,National,degrees,0.5,south america,Colombia,pcm,Quantitative,1.1:DevResid;1.4:DevUnspec;2.5:AgUncpec;4.1:RoadRail;9.6:PollEnergy,5,cumulative,GlobalHumanFootprint_WCS-CIESIN_2005,database;literature,quantitative,NA,class,class,animalia,na,amphibia
25416,Romero-Muñoz_etal,2019,Observational,Terrestrial,Multi-national,km2,1,south america,Bolivia;Paraguay;Argentina,modelled;rs,Qualitative,2.1:AgNTC;5.1:UseAnimals,2,level2,NA,modelled,Quantitative,NA,species,species,animalia,na,mammal
25417,Romero-Muñoz_etal,2020,Observational,Terrestrial,Multi-national,km2,1,south america,Argentina;Bolivia;Paraguay,modelled,Quantitative,5.1:UseAnimals;2.5:AgUncpec,2,level2,WorldPop Population Dataset,database;modelled,quantitative,Various,class,class,animalia,na,mammal
25419,Ropert-Coudert_etal,2019,Observational,Terrestrial,Local,polygon,NA,north america,Mexico,literature;survey,Qualitative,8.1:SDAlienInv,1,level2,NA,literature,Qualitative ,NA,phylum,phylum,animalia,na,chordata
25420,Rorabaugh_etal,2018,Observational,Freshwater;Terrestrial,Sub-national,polygon,NA,north america,Mexico,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,amphibia
25422,Roscioni_etal,2013,Observational,Terrestrial,Local,polygon,NA,europe,Italy,survey,Qualitative,3.3:Renew,1,level2,NA,survey,Qualitative ,NA,species,family,animalia,na,mammal
25431,Rowden_etal,2019,Observational,Marine,National,km2,1,south pacific,New Zealand,database,Qualitative,5.4:UseAquatic,1,level2,GovernmentData,modelled,qualitative,NA,kingdom,kingdom,animalia,na,invertebrates;invertebrates
25435,Ruiz-Orejón_etal,2019,Observational,Marine,Sub-national,polygon,NA,mediterranean,Spain,survey,Qualitative,9.4:PollGarbSW,1,level2,NA,protected_area,Qualitative ,MPA,other,other,other,na,na
25437,Rushton_etal,2006,Observational,Terrestrial,Local,m,100,europe,United Kingdom,database,Qualitative,8.1:SDAlienInv,1,level2,TullieHouseMuseum;RedAlertNorthWest,database,qualitative,TullieHouseMuseum;RedAlertNorthWest,species,species,animalia,na,mammal
25438,Russo_etal,2020,Observational,Terrestrial,National,polygon,NA,europe,Italy,modelled,Quantitative,4.1:RoadRail,1,level2,LocalAuthorities,database;literature,Qualitative ,LocalAuthorities,species,species,animalia,na,mammal
25442,Sainsbury_etal,2008,Observational,Terrestrial,National,polygon,NA,europe,United Kingdom,survey,Quantitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
25443,Saito_etal,2016,Observational,Terrestrial,Local,polygon,NA,asia,Japan,modelled,Qualitative,2.5:AgUncpec;4.1:RoadRail;1.1:DevResid,3,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
25444,Sajeev and Subramanian,2003,Observational,Freshwater;Terrestrial,Local,NA,NA,asia,India,rs,Qualitative,1.1:DevResid;2.1:AgNTC;4.1:RoadRail,3,level2,NA,rs,Qualitative ,NA,phylum,phylum,plantae,mangrove,na
25447,Sales Naiara_etal,2018,Observational,Freshwater,Sub-national,polygon,NA,south america,Brazil,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,Fish
25449,Salgado_etal,2018,Observational,Marine,Sub-national,km2,289,north pacific,United States,database,Quantitative,5.4:UseAquatic,1,level2,CDFW,survey,Qualitative ,NA,species,class,animalia,na,invertebrates
25454,Samhouri and Levin,2012,Observational,Marine,Local,polygon,NA,north pacific,United States,modelled,Quantitative,1.4:DevUnspec;9.2:PollIndMil,2,level2,NA,modelled,Quantitative,NA,species,class,animalia,na,Fish
25461,Sanchez-Mercado_etal,2008,Observational,Terrestrial,Sub-national,km2,20,south america,Venezuela,literature;modelled,Quantitative,5.1:UseAnimals,1,level2,NA,literature,Quantitative,NA,species,species,animalia,na,mammal
25464,Sangil_etal,2013,Observational,Marine,Local,polygon,na,north atlantic,Canary Islands,survey,Quantitative,5.4:UseAquatic,1,level2,na,survey,quantitative,NA,species,kingdom,animalia,na,invertebrates;fish
25469,Santora_etal,2017,Observational,Marine,Sub-national,km2,4500,north pacific,United States,database,Quantitative,5.4:UseAquatic,2,level2,CalCOFI,database,Quantitative,CalCOFI,species,kingdom,animalia,na,bird;fish;invertebrates
25470,Santora_etal,2020,Observational,Marine,Sub-national,km2,25,north pacific,United States,database,Quantitative,11.3:CC_Temp;5.4:UseAquatic,2,level2,oceanmodeling.pmc.ucsc.edu;PacFIN,database,Qualitative ,NOAA,order,order,animalia,na,mammal
25473,Santos_etal,2013,Observational,Terrestrial,Local,polygon,m,europe,Portugal,database;modelled,Quantitative,4.1:RoadRail,1,level2,na,survey,quantitative,NA,species,species,animalia,na,bird
25474,Santos_etal,2013,Observational,Terrestrial,Sub-national,polygon,m,europe,Portugal,database;modelled,Quantitative,3.3:Renew,1,level2,GovernmentData,database,qualitative,NA,species,family,animalia,na,mammal
25482,Scabin_etal,2011,Observational,Terrestrial,Local,polygon,NA,south america,Brazil,survey,Quantitative,5.3:UseWood,1,level2,NA,survey,Quantitative,NA,species,class,plantae,magnoliopsida,na
25487,Scheele_etal,2015,Observational,Freshwater,Local,polygon,NA,europe,Romania,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,order,order,animalia,na,amphibia
25488,Scheele_etal,2019,Observational,Freshwater;Terrestrial,Global,polygon,NA,na,na,expert;literature,Qualitative,8.1:SDAlienInv,1,level2,NA,expert;literature,Qualitative ,NA,class,class,animalia,na,amphibia
25493,Schinegger_etal,2013,Observational,Freshwater,Continental,polygon,NA,europe,na,database;modelled,Quantitative,7.2:WaterSystem;9.7:PollUnspec,2,cumulative,EFI+Consortium,database,Quantitative,EFI+Consortium,phylum,phylum,animalia,na,fish
25496,Schlacher_etal,2016,S_Review,Marine,Global,polygon,NA,na,na,literature,Qualitative,1.1:DevResid;1.3:DevRnR;6.1:ActivRnR;3.1:OilGas;3.2:MinQuar;7.3:OtherSystem;8.1:SDAlienInv;5.1:UseAnimals;5.2:UsePlant;9.2:PollIndMil,10,cumulative,NA,literature,Qualitative ,NA,species,species,animalia,na,invertebrates
25499,Schmeller_etal,2007,Observational,Freshwater,Multi-national,polygon,na,europe,France;Spain,survey,Quantitative,8.1:SDAlienInv,1,level2,na,survey,quantitative,NA,species,species,animalia,na,amphibia
25507,Schuette_etal,2016,Observational,Terrestrial,Local,polygon,NA,africa,Kenya,survey,Quantitative,1.1:DevResid;2.3:AgLivestock,2,level2,NA,survey,Quantitative,NA,species,class,animalia,na,mammal
25511,Schurmann_etal,2020,Observational,Terrestrial,Local,NA,NA,africa,Kenya,rs,Qualitative,1.1:DevResid;2.1:AgNTC;2.2:AgWood,3,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest;vegetation,na
25512,Schuyler_etal,2014,S_Review,Marine,Global,NA,NA,na,na,literature,Quantitative,9.4:PollGarbSW,1,level2,NA,literature,Qualitative ,NA,order,order,animalia,na,reptile
25513,Schwartz_etal,2010,Observational,Terrestrial,Sub-national,NA,NA,north america,United States,database;modelled,Qualitative,1.4:DevUnspec;4.1:RoadRail;5.1:UseAnimals,3,cumulative,Various,rs;survey,Qualitative ,NA,species,species,animalia,na,mammal
25515,Sciarretta_etal,2016,Observational,Terrestrial,Sub-national,NA,NA,europe,Italy,survey,Quantitative,8.1:SDAlienInv,1,level2,NA,protected_area;survey,Qualitative ,NA,species,species,plantae,pinopsida,na
25516,Scolozzi and Geneletti,2011,Observational,Terrestrial,Local,polygon,NA,europe,Italy,database,Qualitative,1.4:DevUnspec;2.1:AgNTC,2,level2,CorineLandCover,modelled,Quantitative,NA,species,kingdom,animalia,na,mammal;amphibia;invertebrates;bird
25518,Seabrook_etal,2011,Observational,Terrestrial,Sub-national,polygon,NA,australasia,Australia,literature,Qualitative,11.2:CC_Drought,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
25520,Seidel_etal,2018,Observational,Terrestrial,Sub-national,polygon,NA,europe,Germany,database,Qualitative,4.1:RoadRail,1,level2,ATKIS,database,Qualitative ,ATKIS,species,species,animalia,na,mammal
25521,Seidler_etal,2015,Observational,Terrestrial,Local,m,10,north america,United States,rs,Qualitative,4.1:RoadRail;2.5:AgUncpec,2,level2,NA,modelled,Quantitative,NA,species,species,animalia,na,mammal
25523,Seiler,2005,Observational,Terrestrial,Sub-national,polygon,NA,europe,Sweden,database,Qualitative,4.1:RoadRail,1,level2,GovernmentData,database,Qualitative ,GovernmentData,species,species,animalia,na,mammal
25524,Seim_etal,2016,Observational,Terrestrial,Multi-national,polygon,NA,asia,Kyrgyzstan;Uzbekistan,database,Quantitative,11.2:CC_Drought,1,level2,ClimateResearchUnit,survey,Qualitative ,NA,species,species,plantae,pinopsida,na
25525,Seimon_etal,2013,Observational,Terrestrial,Sub-national,polygon,NA,asia,China,survey,Qualitative,8.2:SDNativProb,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
25526,Seimon_etal,2015,Observational,Freshwater;Terrestrial,Multi-national,polygon,NA,africa,"Tanzania, United Republic of;Burundi;Rwanda;Zaire;Uganda",survey,Qualitative,8.1:SDAlienInv,1,level2,NA,pchba;survey,Qualitative ,BiodiversityHotspot,class,class,animalia,na,amphibia
25529,Selkoe_etal,2009,Observational,Marine,Sub-national,km2,0.01,north pacific,Hawaii,database,Quantitative,8.1:SDAlienInv;5.4:UseAquatic;9.6:PollEnergy;9.4:PollGarbSW;6.3:Other;11.1:CC_Habitat;11.3:CC_Temp;9.5:PollAir;4.3:ShipLane;9.2:PollIndMil,10,cumulative,Various,database,Qualitative ,NOAA,class,class,animalia,na,invertebrates
25530,Selman_etal,2013,Experimental,Freshwater,Local,polygon,NA,north america,United States,survey,Qualitative,6.1:ActivRnR,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,reptile
25531,Selvalakshmi,2014,Observational,Terrestrial,Local,NA,NA,asia,India,rs,Qualitative,1.1:DevResid;4.1:RoadRail,2,level2,NA,protected_area;rs,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
25535,Semper-Pascual_etal,2020,Observational,Terrestrial,Sub-national,m,30,south america,Argentina,modelled,Qualitative,2.5:AgUncpec,1,level1,NA,literature,Qualitative ,NA,species,species,animalia,na,mammal
25539,Senn Helen_etal,2019,Observational,Terrestrial,Sub-national,polygon,na,europe,United Kingdom,database,Qualitative,8.1:SDAlienInv;8.3:Genes,1,level2,Various,database,qualitative,Various,species,species,animalia,na,mammal
25542,Serieys_etal,2019,Observational,Terrestrial,Local,polygon,NA,africa,South Africa,survey,Qualitative,5.1:UseAnimals,1,level2,NA,survey,Qualitative ,NA,species,order,animalia,na,mammal
25543,Serra-Varela_etal,2017,Observational,Terrestrial,National,km2,1,europe,Spain,database,Quantitative,8.1:SDAlienInv,1,level2,GovernmentData;WorldCLIM,database;modelled,qualitative,SpanishNationalForestInventory,species,species,plantae,pinopsida,na
25551,Shalders_etal,2018,Observational,Marine,Sub-national,m2,1500,indian ocean,Australia,survey,Qualitative,11.1:CC_Habitat,1,level2,NA,survey,Qualitative ,NA,family,family,animalia,na,Fish
25559,Sharma_etal,2018,Observational,Terrestrial,Sub-national,NA,NA,asia,Nepal,rs,Qualitative,1.1:DevResid;2.5:AgUncpec;4.1:RoadRail,3,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
25560,Sharma_etal,2020,Observational,Terrestrial,National,polygon,NA,asia,Nepal,rs,Qualitative,1.1:DevResid;2.1:AgNTC,2,level2,NA,modelled;survey,Qualitative ,NA,species,species,animalia,na,mammal
25565,Shester,2008,Observational,Marine,Local,degrees,0.0001,north pacific,Mexico,expert,Qualitative,5.4:UseAquatic,1,level2,NA,expert,Qualitative ,NA,kingdom,kingdom,animalia,na,mammal;fish;invertebrates;invertebrates;bird
25567,Shilling and Waetjen,2015,Observational,Terrestrial,Sub-national,NA,NA,north america,United States,database;modelled,Quantitative,4.1:RoadRail,1,level2,CalifornianRoadkillObservationSystem_CROS,database,Quantitative,CalifornianRoadkillObservationSystem_CROS,family,family,animalia,na,mammal
25574,Short_etal,2018,Observational,Marine,Global,NA,NA,na,na,expert;literature,Qualitative,5.4:UseAquatic,1,level2,NA,expert;literature,Qualitative ,NA,kingdom,kingdom,animalia,na,invertebrates;Fish;invertebrates
25575,Shrestha_etal,2019,Observational,Freshwater;Marine;Terrestrial,Local,m,500,asia,India,rs,Qualitative,2.5:AgUncpec;2.2:AgWood,2,level2,NA,rs,Qualitative ,NA,phylum,phylum,plantae,mangrove,na
25577,Sieber_etal,2013,Observational,Terrestrial,Sub-national,NA,NA,asia,Russia,rs,Qualitative,2.5:AgUncpec,1,level1,NA,protected_area;rs,Qualitative ,NA,kingdom,kingdom,plantae,forest;habitat,na
25582,Sigaud_etal,2020,Observational,Terrestrial,Local,polygon,NA,north america,Canada,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
25585,Silcock_etal,2019,Observational,Terrestrial,Sub-national,polygon,NA,australasia,Australia,survey,Qualitative,2.3:AgLivestock,1,level2,NA,survey,Qualitative ,NA,species,species,plantae,polypodiopsida,na
25588,Silva_etal,2014,Observational,Terrestrial,Sub-national,NA,NA,europe,Portugal,literature;modelled,Quantitative,4.2:UtilityLine,1,level2,NA,rs;survey,Qualitative ,NA,species,species,animalia,na,bird
25589,Silva_etal,2018,Observational,Terrestrial,Local,km2,0.5,south america,Brazil,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,protected_area;survey,Qualitative ,NA,class,class,animalia,na,mammal
25591,Silva_etal,2020,Observational,Terrestrial,Local,m,200,asia,Thailand,survey,Qualitative,4.1:RoadRail,1,level2,NA,survey,Qualitative ,NA,order,phylum,animalia,na,mammal;bird;reptile;amphibia
25593,Silva-Rodríguez and Sieving,2012,Observational,Terrestrial,Multi-national,polygon,NA,south america,Chile;Argentina,expert;survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
25598,Simon_etal,2019,Observational,Freshwater;Marine,Local,polygon,NA,africa,South Africa,expert;survey,Qualitative,5.4:UseAquatic,1,level2,NA,expert;survey,Qualitative ,NA,class,class,animalia,na,invertebrates
25600,Singh_etal,2009,Observational,Terrestrial,Local,NA,NA,asia,India,rs,Qualitative,2.2:AgWood;2.5:AgUncpec,2,level2,NA,protected_area;rs,Qualitative ,NA,kingdom,kingdom,plantae,forest;habitat,na
25601,Singh_etal,2017,Observational,Terrestrial,Local,NA,NA,asia,India,rs,Qualitative,1.4:DevUnspec;2.5:AgUncpec,2,level1,NA,protected_area;rs,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
25607,Sini_etal,2019,Observational,Marine,Sub-national,polygon,NA,mediterranean,Greece,modelled,Qualitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,class,class,animalia,na,Fish
25614,Skaer,2015,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,pchba,Qualitative ,Biodviersity Hotspot,other,other,other,na,na
25618,Sloan_etal,2018,Observational,Terrestrial,Sub-national,NA,NA,asia,Indonesia,literature;modelled,Quantitative,2.5:AgUncpec;4.1:RoadRail;1.2:DevComInd;4.2:UtilityLine;7.2:WaterSystem,5,cumulative,NA,database;modelled;protected_area;rs,Quantitative,NA,phylum,phylum,animalia;plantae,mangrove;forest,mammal;amphibia
25619,Smeraldo_etal,2020,Observational,Terrestrial,National,polygon,NA,europe,Italy,database;modelled,Qualitative,3.3:Renew;4.2:UtilityLine,2,level2,Various,modelled,Qualitative ,NA,species,species,animalia,na,bird
25628,Smith Joshua_etal,2020,Observational,Marine,Sub-national,m,100,south pacific,Australia,literature,Qualitative,4.3:ShipLane,1,level2,NA,modelled;rs;survey,Quantitative,NA,species,species,animalia,na,mammal
25622,Smith_etal,2014,Observational,Terrestrial,Local,m,30,north america,United States,modelled,Quantitative,1.1:DevResid;3.4:EnergUnspec;1.2:DevComInd;4.1:RoadRail,4,cumulative,NA,modelled;survey,Quantitative,NA,species,species,animalia,na,bird
25625,Smith_etal,2017,Observational,Terrestrial,Local,polygon,NA,north america,United States,survey,Qualitative,3.3:Renew,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,bird
25629,Smolinski and Calkiewicz,2015,Observational,Marine,Sub-national,polygon,NA,north atlantic,Poland,pcm,Quantitative,5.4:UseAquatic;9.2:PollIndMil;9.3:PollAgrFor,3,cumulative,BalticSeaImpactIndex_HELCEOM2010,modelled;survey,Qualitative ,NA,phylum,phylum,animalia,na,fish
25630,Snyder_etal,2011,Observational,Terrestrial,Local,polygon,NA,north america,United States,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
25633,Soh_etal,2014,Observational,Terrestrial,Local,polygon,NA,asia,China,database,Qualitative,5.1:UseAnimals,1,level2,WCS_China,modelled,Quantitative,NA,species,order,animalia,na,mammal
25636,Soiret_etal,2019,Observational,Terrestrial,Local,polygon,NA,africa,Ivory Coast,literature,Qualitative,1.1:DevResid;4.1:RoadRail;2.5:AgUncpec;2.1:AgNTC;6.1:ActivRnR,5,level2,NA,survey,Qualitative ,NA,species,class,animalia,na,mammal
25640,Songer,2006,Observational,Terrestrial,Sub-national,m,m,asia,Myanmar (Burma),expert;rs,Qualitative,2.1:AgNTC;2.3:AgLivestock;5.2:UsePlant;5.3:UseWood,4,level1,na,protected_area;rs,qualitative,NA,kingdom,kingdom,plantae,forest,na
25642,Songhurst_etal,2016,Observational,Terrestrial,Local,polygon,na,africa,Botswana,survey,Qualitative,1.1:DevResid;2.1:AgNTC;2.3:AgLivestock,3,level2,Census,survey,quantitative,NA,species,species,animalia,na,mammal
25643,Sonricker_etal,2012,Observational,Freshwater;Marine;Terrestrial,Global,polygon,NA,na,na,other,Qualitative,5.1:UseAnimals;5.4:UseAquatic,2,level2,NA,other,Qualitative ,NA,kingdom,kingdom,animalia,na,reptile;mammal;bird;amphibia;invertebrates;invertebrates;fish;invertebrates
25645,Soriano_etal,2019,Observational,Freshwater;Terrestrial,Local,m,500,asia,Philippines,rs,Qualitative,1.1:DevResid;2.5:AgUncpec;4.1:RoadRail,3,level1,na,database;protected_area,qualitative,NA,kingdom,kingdom,plantae,forest,na
25646,Soroye_etal,2020,Observational,Terrestrial,Continental,degrees,0.5,europe;north america,na,database,Quantitative,11.1:CC_Habitat;11.3:CC_Temp,2,level1,ClimateResearchUnit,database,Quantitative,NA,order,order,animalia,na,invertebrates
25651,Sousa_etal,2019,Observational,Marine,Local,polygon,NA,north atlantic,Portugal,survey,Qualitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,invertebrates
25654,Spanowicz_etal,2020,Observational,Terrestrial,Multi-national,polygon,NA,north america;south america,Canada;Brazil,survey,Qualitative,4.1:RoadRail,1,level2,NA,survey,Qualitative ,NA,class,class,animalia,na,mammal
25656,Spitzen-Van Der_etal,2016,Observational,Terrestrial,Multi-national,polygon,NA,europe,Germany;Belgium;Netherlands,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,class,class,animalia,na,amphibia
25664,Stafford_etal,2017,S_Review,Terrestrial,Continental,polygon,NA,south america,Mexico,literature,Qualitative,5.1:UseAnimals,1,level2,NA,literature,Quantitative,NA,class,class,animalia,na,bird
25671,Steinke and Saito,2013,Observational,Freshwater,Multi-national,NA,NA,south america,Brazil;Uruguay,modelled;rs,Qualitative,1.1:DevResid;2.1:AgNTC;2.3:AgLivestock,3,level2,NA,modelled,Quantitative,NA,class,class,animalia,na,bird
25674,Steizenmuller_etal,2010,Observational,Marine,Sub-national,polygon,NA,north atlantic,United Kingdom,survey,Qualitative,5.4:UseAquatic,1,level2,NA,modelled,Quantitative,NA,species,kingdom,animalia,na,Fish;Fish;invertebrates;invertebrates
25676,Stelzenmuller_etal,2015,Observational,Marine,National,km2,31,north atlantic,Germany,modelled,Quantitative,5.4:UseAquatic,1,level2,NA,modelled,Quantitative,NA,domain,domain,animalia;plantae,vegetation,animal
25675,Stelzenmüller_etal,2009,Observational,Marine,Local,m,50,mediterranean,Spain,survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Quantitative,NA,phylum,domain,animalia;plantae,liliopsida,fish
25679,Stephens_etal,2016,Observational,Terrestrial,Continental,km2,2500,north america,na,database,Quantitative,11.1:CC_Habitat,1,level2,WorldClim,database;modelled,Qualitative ,ebcc.info/pecbm.html,class,class,animalia,na,bird
25680,Stephenson_etal,2017,Observational,Marine,Local,m2,100,north atlantic,United Kingdom,survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,class,class,animalia,na,invertebrates
25682,Steven and Castley,2013,Observational,Terrestrial,Global,NA,NA,na,na,database,Qualitative,1.3:DevRnR;6.1:ActivRnR,2,cumulative,IUCN;BirdLife,database,Qualitative ,IUCN;BirdLife,class,class,animalia,na,bird
25684,Stewart_etal,2010,Observational,Marine,Continental,km2,1,indian ocean;north atlantic;south atlantic,na,literature,Quantitative,5.4:UseAquatic,1,level2,NA,literature,Qualitative ,NA,phylum,phylum,animalia,na,fish
25686,Stock_etal,2018,Observational,Marine,Global,km2,5,na,na,modelled,Quantitative,5.4:UseAquatic;9.2:PollIndMil;9.3:PollAgrFor;9.1:PollDWW;9.6:PollEnergy;4.3:ShipLane;11.1:CC_Habitat;3.1:OilGas,8,cumulative,NA,modelled,Quantitative,NA,domain,domain,animalia;plantae,ecosystem,ecosystem
25687,Stock_etal,2018,Observational,Marine,Sub-national,polygon,NA,north pacific,United States,pcm,Quantitative,1.2:DevComInd;3.1:OilGas;4.3:ShipLane;5.4:UseAquatic;8.1:SDAlienInv;9.3:PollAgrFor;11.1:CC_Habitat;11.3:CC_Temp;11.5:CC_other,9,cumulative,Halpern_2009,database,Quantitative,PISCO,phylum,phylum,animalia,na,fish
25688,Stoica_etal,2017,Observational,Terrestrial,Local,m,0.5,europe,Romania,rs;survey,Qualitative,2.3:AgLivestock;1.1:DevResid;2.1:AgNTC;2.4:Aqua;1.3:DevRnR;4.1:RoadRail,6,level2,NA,pchba,Qualitative ,Natura2000,other,other,other,na,na
W26583,Stoner and Pervushina,2013,Observational,Terrestrial,Multi-national,polygon,NA,asia,India;Bangladesh;Myanmar (Burma);Bhutan; Cambodia;China;India;Laos;Nepal;Thailand;Vietnam;Indonesia;Malaysia,database,Qualitative,5.1:UseAnimals,1,level2,Various,database,Qualitative ,Various,species,species,animalia,na,mammal
25692,Stortini_etal,2015,Observational,Marine,Sub-national,NA,NA,north atlantic,Canada,database,Quantitative,5.4:UseAquatic,1,level2,MARFIS,survey,Qualitative ,NA,kingdom,kingdom,animalia,na,fish;invertebrates;invertebrates;invertebrates
25695,Stroud_etal,2017,Observational,Terrestrial,Local,NA,NA,north america,Bermuda,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,reptile
25696,Strubbe_etal,2010,Observational,Terrestrial,National,km2,5,europe,Belgium,database,Quantitative,8.1:SDAlienInv,1,level2,Various,database,Quantitative,Various,species,species,animalia,na,bird
25697,Struebig_etal,2018,Observational,Terrestrial,Sub-national,polygon,na,asia,Indonesia,expert,Quantitative,5.1:UseAnimals,1,level2,na,expert,qualitative,NA,species,species,animalia,na,mammal
25709,Swan_etal,2017,Observational,Freshwater,Sub-national,polygon,NA,south america,Brazil,expert,Qualitative,5.1:UseAnimals,1,level2,NA,expert,Qualitative ,NA,species,species,animalia,na,reptile
25711,Swartz_etal,2010,Observational,Marine,Global,degrees,0.5,na,na,database,Quantitative,5.4:UseAquatic,1,level2,SeaRoundUs,database;modelled,Qualitative ,FISHBASE,phylum,phylum,animalia,na,fish
W26581,Sylvia_etal,2019,Observational,Marine,Global,NA,NA,na,na,database,Quantitative,5.4:UseAquatic,1,level2,GovernmentData,database,Qualitative ,GovernmnetData,phylum,phylum,animalia,na,fish
25712,Symes_etal,2018,Observational,Terrestrial,Sub-national,NA,NA,asia,Indonesia,modelled,Qualitative,5.1:UseAnimals,1,level2,NA,database,Qualitative ,NA,species,class,animalia,na,bird
25713,Syphard_etal,2007,Observational,Terrestrial,Sub-national,km2,1,north america,United States,database;rs,Qualitative,7.1:FireSystem;1.1:DevResid,2,level2,GovernmentData,rs,Qualitative ,NA,kingdom,kingdom,plantae,habitat;vegetation;habitat,na
25714,Syphard_etal,2009,Observational,Terrestrial,Multi-national,km2,225,mediterranean,Spain;Portugal;Morocco;Algeria;Italy;France;Greece;Croatia;Bosnia and Herzegovina;Montenegro;Albania;Turkey,rs,Qualitative,7.1:FireSystem,1,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,habitat;habitat;forest,na
