ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title
25371,Riolo,2006,Observational,Marine,National,km,south pacific,American Samoa,A geographic information system for fisheries management in American Samoa
25372,Ripple_etal,2016,Observational,Terrestrial,Global,,Unknown,Unknown,Bushmeat hunting and extinction risk to the world’s mammals
25374,Riskas_etal,2016,Observational,Marine,National,1,indian ocean,Australia,Justifying the need for collaborative management of fisheries bycatch: A lesson from marine turtles in Australia
W26588,Robert I. Mcdonald_etal,2018,Observational,Terrestrial,Global,,Unknown,Unknown,Nature in the Urban Century
25381,Robertson_etal,2004,Observational,Terrestrial,Multi-national,1,africa,South Africa,A fuzzy classification technique for predicting species' distributions: Applications using invasive alien plants and indigenous insects
25384,Robillard and Kerr,2016,Observational,Terrestrial,Sub-national,,north america,Canada,Assessing the shelf life of cost-efficient conservation plans for species at risk across gradients of agricultural land use
25390,Roder_etal,2015,Observational,Terrestrial,Multi-national,30,africa,Namibia,Assessing urban growth and rural land use transformations in a cross-border situation in Northern Namibia and Southern Angola
25392,Rodrigues_etal,2014,Observational,Terrestrial,Global,,Unknown,Unknown,Spatially explicit trends in the global conservation status of vertebrates
25391,Rodrigues_etal,2012,Observational,Terrestrial,Sub-national,,europe,Spain,"Remote sensing to map influence of light pollution on Cory's shearwater in São Miguel Island, Azores Archipelago"
25393,Rodrigues_etal,2014,Observational,Terrestrial,National,1,europe,Spain,Modeling the spatial variation of the explanatory factors of human-caused wildfires in Spain using geographically weightedlogistic regression
25400,Rodriguez-Merino_etal,2017,Observational,Freshwater,Multi-national,5,europe,Spain,An invasion risk map for non-native aquatic macrophytes of the Iberian Peninsula
25402,Rodríguez-Rodríguez and Bomhard,2012,Observational,Terrestrial,Global,1,Unknown,Unknown,Mapping direct human influence on the world's mountain areas
25405,Rodríguez-Teijeiro_etal,2009,Observational,Terrestrial,National,,europe,Spain,The effects of mowing and agricultural landscape management on population movements of the common quail
25407,Roe_etal,2014,Observational,Marine,Continental,5,north pacific,Unknown,Predicting bycatch hotspots for endangered leatherback turtles on longlines in the Pacific Ocean
25409,Roger_etal,2011,Observational,Terrestrial,Local,100,australasia,Australia,Road impacts a tipping point for wildlife populations in threatened landscapes
25410,Roger_etal,2012,Observational,Terrestrial,Local,,australasia,Australia,Linking habitat suitability and road mortalities across geographic ranges
25411,Rogers_etal,2010,Observational,Terrestrial,National,km,africa,Madagascar,Prioritizing key biodiversity areas in Madagascar by including data on human pressure and ecosystem services
25413,Román-Palacios and Valencia-Zuleta,2018,Observational,Freshwater,National,0.5,south america,Colombia,Geographical context of forgotten amphibians: Colombian “Data Deficient species” sensu IUCN
25416,Romero-Muñoz_etal,2019,Observational,Terrestrial,Multi-national,1,south america,Bolivia,Habitat loss and overhunting synergistically drive the extirpation of jaguars from the Gran Chaco
25417,Romero-Muñoz_etal,2020,Observational,Terrestrial,Multi-national,1,south america,Argentina,Increasing synergistic effects of habitat destruction and hunting on mammals over three decades in the Gran Chaco
25419,Ropert-Coudert_etal,2019,Observational,Terrestrial,Local,,north america,Mexico,Happy feet in a hostile world? The future of penguins depends on proactive management of current and expected threats
25420,Rorabaugh_etal,2018,Observational,Freshwater,Sub-national,,north america,Mexico,"Status of the threatened chiricahua leopard frog and conservation challenges in Sonora, Mexico, with notes on other ranid frogs and non-native predators"
25422,Roscioni_etal,2013,Observational,Terrestrial,Local,,europe,Italy,Regional-scale modelling of the cumulative impact of wind farms on bats
25431,Rowden_etal,2019,Observational,Marine,National,1,south pacific,New Zealand,Examining the utility of a decision-support tool to develop spatial management options for the protection of vulnerable marine ecosystems on the high seas around New Zealand
25435,Ruiz-Orejón_etal,2019,Observational,Marine,Sub-national,,mediterranean,Spain,Quarterly variability of floating plastic debris in the marine protected area of the Menorca Channel (Spain)
25437,Rushton_etal,2006,Observational,Terrestrial,Local,100,europe,United Kingdom,Disease threats posed by alien species: The role of a poxvirus in the decline of the native red squirrel in Britain
25438,Russo_etal,2020,Observational,Terrestrial,National,,europe,Italy,Prioritizing road-kill mitigation areas: A spatially explicit national-scale model for an elusive carnivore
25442,Sainsbury_etal,2008,Observational,Terrestrial,National,,europe,United Kingdom,Poxviral disease in red squirrels sciurus vulgaris in the UK: Spatial and temporal trends of an emerging threat
25443,Saito_etal,2016,Observational,Terrestrial,Local,,asia,Japan,Time-delayed response of Japanese hare distribution to landscape change along an urban gradient
25444,Sajeev and Subramanian,2003,Observational,Freshwater,Local,,asia,India,Land use/land cover changes in Ashtamudi wetland region of Kerala - A study using remote sensing and GIS
25447,Sales Naiara_etal,2018,Observational,Freshwater,Sub-national,,south america,Brazil,Introgression from non-native species unveils a hidden threat to the migratory Neotropical fish Prochilodus hartii
25449,Salgado_etal,2018,Observational,Marine,Sub-national,289,north pacific,United States,"Distribution of deep-water corals, sponges, and demersal fisheries landings in Southern California, USA: Implications for conservation priorities"
25454,Samhouri and Levin,2012,Observational,Marine,Local,,north pacific,United States,Linking land- and sea-based activities to risk in coastal ecosystems
25461,Sanchez-Mercado_etal,2008,Observational,Terrestrial,Sub-national,20,south america,Venezuela,"Factors affecting poaching risk to Vulnerable Andean bears Tremarctos ornatus in the Cordillera de Merida, Venezuela: space, parks and people"
25464,Sangil_etal,2013,Observational,Marine,Local,,north atlantic,Canary Islands,Assessing the impact of fishing in shallow rocky reefs: A multivariate approach to ecosystem management
25469,Santora_etal,2017,Observational,Marine,Sub-national,4500,north pacific,United States,Persistence of trophic hotspots and relation to human impacts within an upwelling marine ecosystem
25470,Santora_etal,2020,Observational,Marine,Sub-national,25,north pacific,United States,Habitat compression and ecosystem shifts as potential links between marine heatwave and record whale entanglements
25473,Santos_etal,2013,Observational,Terrestrial,Local,m,europe,Portugal,"Relative effects of road risk, habitat suitability, and connectivity on wildlife roadkills: The case of tawny owls (Strix aluco)"
25474,Santos_etal,2013,Observational,Terrestrial,Sub-national,m,europe,Portugal,Using species distribution modelling to predict bat fatality risk at wind farms
25482,Scabin_etal,2011,Observational,Terrestrial,Local,,south america,Brazil,The spatial distribution of illegal logging in the Anavilhanas archipelago (Central Amazonia) and logging impacts on species
25488,Scheele_etal,2019,Observational,Freshwater,Global,,Unknown,Unknown,Amphibian fungal panzootic causes catastrophic and ongoing loss of biodiversity
25487,Scheele_etal,2015,Observational,Freshwater,Local,,europe,Romania,Landscape context influences chytrid fungus distribution in an endangered European amphibian
25493,Schinegger_etal,2013,Observational,Freshwater,Continental,,europe,Unknown,Pressure-specific and multiple pressure response of fish assemblages in European running waters
25496,Schlacher_etal,2016,S_Review,Marine,Global,,Unknown,Unknown,Human threats to sandy beaches: A meta-analysis of ghost crabs illustrates global anthropogenic impacts
25499,Schmeller_etal,2007,Observational,Freshwater,Multi-national,,europe,France,Introducing water frogs - Is there a risk for indigenous species in France?
25507,Schuette_etal,2016,Observational,Terrestrial,Local,,africa,Kenya,"Ungulate distributions in a rangeland with competitors, predators and pastoralists"
25511,Schurmann_etal,2020,Observational,Terrestrial,Local,,africa,Kenya,Assessing the relationship between land tenure issues and land cover changes around the Arabuko Sokoke Forest in Kenya
25512,Schuyler_etal,2014,S_Review,Marine,Global,,Unknown,Unknown,Global Analysis of Anthropogenic Debris Ingestion by Sea Turtles
25513,Schwartz_etal,2010,Observational,Terrestrial,Sub-national,,north america,United States,Hazards affecting grizzly bear survival in the greater yellowstone ecosystem
25515,Sciarretta_etal,2016,Observational,Terrestrial,Sub-national,,europe,Italy,Adaptive management of invasive pests in natural protected areas: The case of Matsucoccus feytaudi in Central Italy
25516,Scolozzi and Geneletti,2011,Observational,Terrestrial,Local,,europe,Italy,Spatial rule-based assessment of habitat potential to predict impact of land use changes on biodiversity at municipal scale
25518,Seabrook_etal,2011,Observational,Terrestrial,Sub-national,,australasia,Australia,Drought-driven change in wildlife distribution and numbers: a case study of koalas in south west Queensland
25520,Seidel_etal,2018,Observational,Terrestrial,Sub-national,,europe,Germany,Assessment of roe deer (Capreolus capreolus L.) – vehicle accident hotspots with respect to the location of ‘trees outside forest’ along roadsides
25521,Seidler_etal,2015,Observational,Terrestrial,Local,10,north america,United States,Identifying impediments to long-distance mammal migrations
25523,Seiler,2005,Observational,Terrestrial,Sub-national,,europe,Sweden,Predicting locations of moose-vehicle collisions in Sweden
25524,Seim_etal,2016,Observational,Terrestrial,Multi-national,,asia,Kyrgyzstan,Climate change increases drought stress of juniper trees in the mountains of central Asia
25525,Seimon_etal,2013,Observational,Terrestrial,Sub-national,,asia,China,Canine distemper virus: An emerging disease in wild endangered Amur tigers (Panthera tigris altaica)
25526,Seimon_etal,2015,Observational,Freshwater,Multi-national,,africa,Tanzania,"Assessing the threat of amphibian chytrid fungus in the Albertine Rift: Past, present and future"
25529,Selkoe_etal,2009,Observational,Marine,Sub-national,0.01,north pacific,Hawaii,"A map of human impacts to a ""pristine"" coral reef ecosystem, the Papah?naumoku?kea Marine National Monument"
25530,Selman_etal,2013,Experimental,Freshwater,Local,,north america,United States,Effects of human disturbance on the behavior and physiology of an imperiled freshwater turtle
25531,Selvalakshmi,2014,Observational,Terrestrial,Local,,asia,India,Are the sensitive zones degrading? A modelling approach using GIS and remote sensing
25535,Semper-Pascual_etal,2020,Observational,Terrestrial,Sub-national,30,south america,Argentina,Using occupancy models to assess the direct and indirect impacts of agricultural expansion on species’ populations
25539,Senn Helen_etal,2019,Observational,Terrestrial,Sub-national,,europe,United Kingdom,Distinguishing the victim from the threat: SNP?based methods reveal the extent of introgressive hybridization between wildcats and domestic cats in Scotland and inform future in situ and ex situ management options for species restoration
25542,Serieys_etal,2019,Observational,Terrestrial,Local,,africa,South Africa,Widespread anticoagulant poison exposure in predators in a rapidly growing South African city
25543,Serra-Varela_etal,2017,Observational,Terrestrial,National,1,europe,Spain,Incorporating exposure to pitch canker disease to support management decisions of Pinus pinaster ait. in the face of Climate change
25551,Shalders_etal,2018,Observational,Marine,Sub-national,1500,indian ocean,Australia,Potential climate-mediated changes to the distribution and density of pomacentrid reef fishes in south-Western Australia
25559,Sharma_etal,2018,Observational,Terrestrial,Sub-national,,asia,Nepal,Spatial assessment of the potential impact of infrastructure development on biodiversity conservation in lowland Nepal
25560,Sharma_etal,2020,Observational,Terrestrial,National,,asia,Nepal,Potential distribution of the critically endangered Chinese pangolin (Manis pentadactyla) in different land covers of Nepal: Implications for conservation
25565,Shester,2008,Observational,Marine,Local,0.0001,north pacific,Mexico,"Sustainability in small-scale fisheries: An analysis of ecosystem impacts, fishing behavior, and spatial management using participatory research methods"
25567,Shilling and Waetjen,2015,Observational,Terrestrial,Sub-national,,north america,United States,Wildlife-vehicle collision hotspots at US highway extents: scale and data source effects
25574,Short_etal,2018,Observational,Marine,Global,,Unknown,Unknown,The use of mosquito nets in fisheries: A global perspective
25575,Shrestha_etal,2019,Observational,Freshwater,Local,500,asia,India,Identifying and forecasting potential biophysical risk areas within a tropical mangrove ecosystem using multi-sensor data
25577,Sieber_etal,2013,Observational,Terrestrial,Sub-national,,asia,Russia,Landsat-based mapping of post-Soviet land-use change to assess the effectiveness of the Oksky and Mordovsky protected areas in European Russia
25582,Sigaud_etal,2020,Observational,Terrestrial,Local,,north america,Canada,Emerging conflict between conservation programmes: when a threatened vertebrate facilitates the dispersal of exotic species in a rare plant community
25585,Silcock_etal,2019,Observational,Terrestrial,Sub-national,,australasia,Australia,Feral fuchsia eating: Long-term decline of a palatable shrub in grazed rangelands
25588,Silva_etal,2014,Observational,Terrestrial,Sub-national,,europe,Portugal,A spatially explicit approach to assess the collision risk between birds and overhead power lines: A case study with the little bustard
25589,Silva_etal,2018,Observational,Terrestrial,Local,0.5,south america,Brazil,"Who let the dogs out? Occurrence, population size and daily activity of domestic dogs in an urban Atlantic Forest reserve"
25591,Silva_etal,2020,Observational,Terrestrial,Local,200,asia,Thailand,High roadkill rates in the Dong Phayayen-Khao Yai World Heritage Site: conservation implications of a rising threat to wildlife
25593,Silva-Rodríguez and Sieving,2012,Observational,Terrestrial,Multi-national,,south america,Chile,Domestic dogs shape the landscape-scale distribution of a threatened forest ungulate
25598,Simon_etal,2019,Observational,Freshwater,Local,,africa,South Africa,Bait Collecting by Subsistence and Recreational Fishers in Knysna Estuary May Impact Management and Conservation
25600,Singh_etal,2009,Observational,Terrestrial,Local,,asia,India,"Geospatial approach for tiger habitat evaluation and distribution in Corbett Tiger reserve, India"
25601,Singh_etal,2017,Observational,Terrestrial,Local,,asia,India,"Influence of changes in watershed landuse pattern on the wetland of Sultanpur National Park, Haryana using remote sensing techniques and hydrochemical analysis"
25607,Sini_etal,2019,Observational,Marine,Sub-national,,mediterranean,Greece,Small-scale coastal fishing shapes the structure of shallow rocky reef fish in the aegean sea
25614,Skaer,2015,Observational,Terrestrial,Sub-national,,north america,United States,"Spatial Pattern in Invasive Grasses of California: Demography, Competition, and Environmental Alteration"
25618,Sloan_etal,2018,Observational,Terrestrial,Sub-national,,asia,Indonesia,"Infrastructure development and contested forest governance threaten the Leuser Ecosystem, Indonesia"
25619,Smeraldo_etal,2020,Observational,Terrestrial,National,,europe,Italy,Modelling risks posed by wind turbines and power lines to soaring birds: the black stork (Ciconia nigra) in Italy as a case study
25628,Smith Joshua_etal,2020,Observational,Marine,Sub-national,100,south pacific,Australia,Validation of presence-only models for conservation planning and the application to whales in a multiple-use marine park
25622,Smith_etal,2014,Observational,Terrestrial,Local,30,north america,United States,Prioritizing winter habitat quality for greater sage-grouse in a landscape influenced by energy development
25625,Smith_etal,2017,Observational,Terrestrial,Local,,north america,United States,Predation risk: A potential mechanism for effects of a wind energy facility on Greater Prairie-Chicken survival
25629,Smolinski and Calkiewicz,2015,Observational,Marine,Sub-national,,north atlantic,Poland,A fish-based index for assessing the ecological status of Polish transitional and coastal waters
25630,Snyder_etal,2011,Observational,Terrestrial,Local,,north america,United States,"Spatial variability of an invasive earthworm (Amynthas agrestis) population and potential impacts on soil characteristics and millipedes in the Great Smoky Mountains National Park, USA"
25633,Soh_etal,2014,Observational,Terrestrial,Local,,asia,China,"Spatial correlates of livestock depredation by Amur tigers in Hunchun, China: Relevance of prey density and implications for protected area management"
25636,Soiret_etal,2019,Observational,Terrestrial,Local,,africa,Ivory Coast,"The diversity and conservation of mammals in the Dodo Coastal Forest in southwestern Côte d'Ivoire, western Africa: A preliminary study"
25640,Songer,2006,Observational,Terrestrial,Sub-national,m,asia,Myanmar,Endangered dry deciduous forests of Upper Myanmar (Burma): A multi-scale approach for research and conservation
25642,Songhurst_etal,2016,Observational,Terrestrial,Local,,africa,Botswana,Finding pathways to human-elephant coexistence: a risky business
25643,Sonricker_etal,2012,Observational,Freshwater,Global,,Unknown,Unknown,Digital Surveillance: A Novel Approach to Monitoring the Illegal Wildlife Trade
25645,Soriano_etal,2019,Observational,Freshwater,Local,500,asia,Philippines,"Land Use/Land Cover Change Detection and Urban Sprawl Analysis in the Mount Makiling Forest Reserve Watersheds and Buffer Zone, Philippines"
25646,Soroye_etal,2020,Observational,Terrestrial,Continental,0.5,europe,Unknown,Climate change contributes to widespread declines among bumble bees across continents
25651,Sousa_etal,2019,Observational,Marine,Local,,north atlantic,Portugal,Disentangling exploitation of the intertidal grazer Phorcus sauciatus (Gastropoda: Trochidae) in an oceanic archipelago: Implications for conservation
25654,Spanowicz_etal,2020,Observational,Terrestrial,Multi-national,,north america,Canada,An adaptive plan for prioritizing road sections for fencing to reduce animal mortality
25656,Spitzen-Van Der_etal,2016,Observational,Terrestrial,Multi-national,,europe,Germany,Expanding distribution of lethal amphibian fungus Batrachochytrium salamandrivorans in Europe
25664,Stafford_etal,2017,S_Review,Terrestrial,Continental,,south america,Mexico,A Cross-Site Analysis of Neotropical Bird Hunting Profiles
25671,Steinke and Saito,2013,Observational,Freshwater,Multi-national,,south america,Brazil,Priority wetlands for conservation of waterbird's diversity in the mirim lagoon catchement area (Brazil-Uruguay)
25674,Steizenmuller_etal,2010,Observational,Marine,Sub-national,,north atlantic,United Kingdom,Towards a spatially explicit risk assessment for marine management: Assessing the vulnerability of fish to aggregate extraction
25676,Stelzenmuller_etal,2015,Observational,Marine,National,31,north atlantic,Germany,Quantitative environmental risk assessments in the context of marine spatial management: current approaches and some perspectives
25675,Stelzenmüller_etal,2009,Observational,Marine,Local,50,mediterranean,Spain,Patterns of species and functional diversity around a coastal marine reserve: A fisheries perspective
25679,Stephens_etal,2016,Observational,Terrestrial,Continental,2500,north america,Unknown,Consistent response of bird populations to climate change on two continents
25680,Stephenson_etal,2017,Observational,Marine,Local,100,north atlantic,United Kingdom,Spatial and temporal changes in pot-fishing effort and habitat use
25682,Steven and Castley,2013,Observational,Terrestrial,Global,,Unknown,Unknown,Tourism as a threat to critically endangered and endangered birds: Global patterns and trends in conservation hotspots
25684,Stewart_etal,2010,Observational,Marine,Continental,1,indian ocean,Unknown,Characterizing fishing effort and spatial extent of coastal fisheries
25686,Stock_etal,2018,Observational,Marine,Global,5,Unknown,Unknown,Uncertainty analysis and robust areas of high and low modeled human impact on the global oceans
25687,Stock_etal,2018,Observational,Marine,Sub-national,,north pacific,United States,Mapping ecological indicators of human impact with statistical and machine learning methods: Tests on the California coast
25688,Stoica_etal,2017,Observational,Terrestrial,Local,0.5,europe,Romania,"A case study in the Moldavian Central Plateau, Romania - habitat distribution, conservation status and human impact in a protected area"
W26583,Stoner and Pervushina,2013,Observational,Terrestrial,Multi-national,,asia,India,Reduced to Skin and Bones Revisited: An updated analysis of tiger seizures from 12 Tiger range countries (2000 - 2012).
25692,Stortini_etal,2015,Observational,Marine,Sub-national,,north atlantic,Canada,A decision-support tool to facilitate discussion of no-take boundaries for Marine Protected Areas during stakeholder consultation processes
25695,Stroud_etal,2017,Observational,Terrestrial,Local,,north america,Bermuda,Establishment of Anolis sagrei on Bermuda represents a novel ecological threat to Critically Endangered Bermuda skinks (Plestiodon longirostris)
25696,Strubbe_etal,2010,Observational,Terrestrial,National,5,europe,Belgium,Assessing the potential impact of invasive ring-necked parakeets Psittacula krameri on native nuthatches Sitta europeae in Belgium
25697,Struebig_etal,2018,Observational,Terrestrial,Sub-national,,asia,Indonesia,Addressing human-tiger conflict using socio-ecological information on tolerance and risk
25709,Swan_etal,2017,Observational,Freshwater,Sub-national,,south america,Brazil,Expert elicitation as a method for exploring illegal harvest and trade of wild meat over large spatial scales
25711,Swartz_etal,2010,Observational,Marine,Global,0.5,Unknown,Unknown,The spatial expansion and ecological footprint of fisheries (1950 to present)
W26581,Sylvia_etal,2019,Observational,Marine,Global,,Unknown,Unknown,Status of electronic collection and reporting of key information in major fisheries
25712,Symes_etal,2018,Observational,Terrestrial,Sub-national,,asia,Indonesia,Combined impacts of deforestation and wildlife trade on tropical biodiversity are severely underestimated
25713,Syphard_etal,2007,Observational,Terrestrial,Sub-national,1,north america,United States,Human influence on California fire regimes
25714,Syphard_etal,2009,Observational,Terrestrial,Multi-national,225,mediterranean,Spain,Conservation Threats Due to Human-Caused Increases in Fire Frequency in Mediterranean-Climate Ecosystems
25716,Syxaiyakhamthor_etal,2019,Observational,Terrestrial,Local,1,asia,Laos,Identifying priority areas for the conservation of the Critically Endangered northern white-cheeked gibbon Nomascus leucogenys in northern Lao
25717,Szabo_etal,2009,Observational,Terrestrial,Sub-national,0.5,australasia,Australia,Predicting avian distributions to evaluate spatiotemporal overlap with locust control operations in eastern Australia
25724,Talukdar_etal,2020,Observational,Terrestrial,Local,30,asia,India,"Assessment of forest health status using a forest fragmentation approach: a study in Patharia Hills Reserve Forest, northeast India"
25726,Tamario_etal,2019,Observational,Freshwater,Sub-national,,europe,Sweden,Coastal river connectivity and the distribution of ascending juvenile European eel (Anguilla anguilla L.): Implications for conservation strategies regarding fish-passage solutions
25732,Tancell_etal,2016,Observational,Marine,National,,southern ocean,South Georgia and the South Sandwich Islands,Marine spatial planning for the conservation of albatrosses and large petrels breeding at South Georgia
25734,Tapia-Armijos_etal,2017,Observational,Terrestrial,Sub-national,100,south america,Ecuador,Spatio-temporal analysis of the human footprint in South Ecuador: Influence of human pressure on ecosystems and effectiveness of protected areas
25737,Tarrant_etal,2013,Observational,Freshwater,National,,africa,South Africa,Spatial Assessment of Amphibian Chytrid Fungus (Batrachochytrium dendrobatidis) in South Africa Confirms Endemic and Widespread Infection
25740,Taylor_etal,2018,Observational,Freshwater,Sub-national,,north america,United States,Incorporating fragmentation and non-native species into distribution models to inform fluvial fish conservation
25745,Tello_etal,2020,Observational,Terrestrial,Sub-national,100,europe,Spain,The loss of landscape ecological functionality in the barcelona province (1956-2009): Could land-use history involve a legacy for current biodiversity?
25751,Thapa_etal,2017,Observational,Terrestrial,Local,5,asia,Nepal,"Combined land cover changes and habitat occupancy to understand corridor status of Laljhadi-Mohana wildlife corridor, Nepal"
25753,Thaxter_etal,2019,Observational,Terrestrial,Multi-national,400,europe,United Kingdom,Avian vulnerability to wind farm collision through the year: Insights from lesser black-backed gulls (Larus fuscus) tracked from multiple breeding colonies
25754,Thellmann_etal,2018,Observational,Terrestrial,Local,30,asia,China,Tipping points in the supply of ecosystem services of a mountainous watershed in Southeast Asia
25755,Theodorakis_etal,2017,Observational,Terrestrial,Local,,north america,United States,Effects of Military activity and habitat quality on DNA damage and oxidative stress in the largest population of the Federally threatened gopher tortoise
25757,Thiault_etal,2020,Observational,Marine,Sub-national,50,south pacific,Australia,Predicting poaching risk in marine protected areas for improved patrol efficiency
25761,Thiebot_etal,2014,Observational,Marine,Multi-national,,indian ocean,Australia,Stage-dependent distribution of the Critically Endangered Amsterdam albatross in relation to Economic Exclusive Zones
25766,Thonfeld_etal,2020,Observational,Freshwater,Sub-national,30,africa,Tanzania,"The impact of anthropogenic land use change on the protected areas of the Kilombero catchment, Tanzania"
25767,Thongmanivong_etal,2005,Observational,Terrestrial,Local,,asia,Laos,"Resource use dynamics and land-cover change in Ang Nhai Village and Phou Phanang National Reserve Forest, Lao PDR"
25781,Tingley_etal,2019,Observational,Terrestrial,National,,australasia,Australia,Geographic and taxonomic patterns of extinction risk in Australian squamates
25784,To_etal,2017,Observational,Terrestrial,Multi-national,,africa,Benin,Protection status and national socio-economic context shape land conversion in and around a key transboundary protected area complex in West Africa
25796,Tolotti_etal,2015,Observational,Marine,Multi-national,degrees,south atlantic,Brazil,Vulnerability of the oceanic whitetip shark to pelagic longline fisheries
25798,Topp-Jorgensen_etal,2009,Observational,Terrestrial,Local,,africa,Tanzania,"Relative densities of mammals in response to different levels of bushmeat hunting in the Udzungwa Mountains, Tanzania"
25802,Tovar_etal,2012,Observational,Terrestrial,Local,,south america,Peru,Recent Changes in Patch Characteristics and Plant Communities in the Jalca Grasslands of the Peruvian Andes
25803,Tracy_etal,2019,Observational,Terrestrial,Multi-national,100,north america,United States,Modeling fall migration pathways and spatially identifying potential migratory hazards for the eastern monarch butterfly
25806,Trebilco_etal,2011,Observational,Marine,Global,5,Unknown,Unknown,Mapping species richness and human impact drivers to inform global pelagic conservation prioritisation
25805,Trebilco_etal,2008,Observational,Marine,Sub-national,50,south pacific,Macquarie Island,At sea movement of Macquarie Island giant petrels: Relationships with marine protected areas and Regional Fisheries Management Organisations
25808,Treves_etal,2006,Observational,Terrestrial,Multi-national,,africa,Uganda,"A simple, cost-effective method for involving stakeholders in spatial assessments of threats to biodiversity"
25813,Trew_etal,2019,Observational,Marine,National,16,north atlantic,Equatorial Guinea,Using Cumulative Impact Mapping to Prioritize Marine Conservation Efforts in Equatorial Guinea
25820,Trochine_etal,2018,Observational,Freshwater,Continental,,europe,Unknown,Non-native Fish Occurrence and Biomass in 1943 Western Palearctic Lakes and Reservoirs and their Abiotic and Biotic Correlates
25821,Troia and Mcmanamay,2020,Observational,Freshwater,Sub-national,,north america,United States,Biogeographic classification of streams using fish community– and trait–environment relationships
25824,Troy,2013,Observational,Terrestrial,Local,,north america,United States,"Studies of artificial light, seabird fallout, and habitat suitability concerning newell's shearwater and Hawaiian petrel conservation"
25826,Trull_etal,2017,Observational,Terrestrial,Global,,Unknown,Unknown,Patterns and biases of climate change threats in the IUCN Red List
25830,Tucker_etal,2018,Observational,Terrestrial,Global,1,Unknown,Unknown,Moving in the Anthropocene: Global reductions in terrestrial mammalian movements
25833,Tulloch_etal,2020,Observational,Marine,Global,km2,Unknown,Unknown,Linking threat maps with management to guide conservation investment
25832,Tulloch_etal,2020,Observational,Marine,National,0.5,south pacific,Australia,Long-term trends and a risk analysis of cetacean entanglements and bycatch in fisheries gear in Australian waters
25837,Tursi_etal,2018,Observational,Marine,Local,,mediterranean,Italy,Mega-litter and remediation: the case of Mar Piccolo of Taranto (Ionian Sea)
25838,Twumasi,2006,Observational,Freshwater,Sub-national,30,africa,Nigeria,Management of watersheds with remote sensing and gis: A case study of River Delta Region in Nigerianiger
25846,Underwood_etal,2011,Observational,Terrestrial,Sub-national,m,north america,United States,Incorporating biodiversity conservation and recreational wildlife values into smart growth land use planning
W26577,Uryu_etal,2008,Observational,Terrestrial,Sub-national,1000,asia,Indonesia,"Deforestation, Forest Degradation, Biodiversity Loss and CO2 Emissions in Riau, Sumatra, Indonesia"
25850,Vacchiano_etal,2018,Observational,Terrestrial,Local,1,europe,Italy,Modeling anthropogenic and natural fire ignitions in an inner-alpine valley
25856,Valliere,2016,Observational,Terrestrial,Local,1,north america,United States,"Ecological Impacts of Nitrogen Deposition, Drought and Nonnative Plant Invasion on Coastal Sage Scrub of the Santa Monica Mountains"
25857,Valliere_etal,2020,Observational,Terrestrial,Local,km2,north america,United States,Declines in native forb richness of an imperiled plant community across an anthropogenic nitrogen deposition gradient
25865,Van Den_etal,2018,Observational,Terrestrial,Local,,south america,Suriname,Sustainability issues of commercial non-timber forest product extraction in West Suriname
25866,Van Der_etal,2018,Observational,Marine,Multi-national,,north atlantic,United Kingdom,North Sea demersal fisheries prefer specific benthic habitats
25874,Van_etal,2018,Observational,Terrestrial,Continental,,south america,Unknown,Tree genetic resources at risk in South America: A spatial threat assessment to prioritize populations for conservation
25858,Van_etal,2015,Observational,Terrestrial,Multi-national,arc-minutes,africa,Benin,Prioritizing West African medicinal plants for conservation and sustainable extraction studies based on market surveys and species distribution models
25862,Van_etal,2015,Observational,Terrestrial,Multi-national,900,africa,Kenya,Environmental gap analysis to prioritize conservation efforts in eastern Africa
25870,Van_etal,2017,Experimental,Terrestrial,Local,,north america,United States,Evaluating efficacy of fence markers in reducing greater sage-grouse collisions with fencing
25875,Vanderlaan_etal,2009,Observational,Marine,Sub-national,5,north atlantic,United States,Probability and mitigation of vessel encounters with North Atlantic right whales
25877,Vanderpost,2007,Observational,Terrestrial,Local,,africa,Botswana,"Protected Areas in Ngamiland, Botswana: Investigating Options for Conservation-Development Through Human Footprint Mapping"
25878,Vangansbeke_etal,2017,Observational,Terrestrial,Local,,europe,Belgium,Spatially combining wood production and recreation with biodiversity conservation
25879,Vanthomme_etal,2017,Observational,Terrestrial,Local,25,africa,Gabon,Antipoaching standards in onshore hydrocarbon concessions drawn from a Central African case study
25880,Vardarman_etal,2018,Observational,Terrestrial,Local,,europe,Czech Republic,The role of protected area zoning in invasive plant management
25884,Vasapollo_etal,2019,Observational,Marine,Sub-national,,mediterranean,Italy,Bottom trawl catch comparison in the Mediterranean Sea: Flexible Turtle Excluder Device (TED) vs traditional gear
25888,Vasilakis_etal,2016,Observational,Terrestrial,Multi-national,,europe,Bulgaria,Reconciling endangered species conservation with wind farm development: Cinereous vultures (Aegypius monachus) in south-eastern Europe
25889,Vasilakis_etal,2017,Observational,Terrestrial,Multi-national,,europe,Bulgaria,A balanced solution to the cumulative threat of industrialized wind farm development on cinereous vultures (Aegypius monachus) in south-eastern Europe
25891,Vasyliuk_etal,2015,Observational,Terrestrial,National,,europe,Ukraine,A review of major impact factors of hostilities influencing biodiversity in the Eastern Ukraine (Modeled On Selected Animal Species)
