ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded,Georef_ind_driver,Direct_driver,Indirect_driver
25407,Roe_etal,2014,Observational,Marine,Continental,5,north pacific,Unknown,Predicting bycatch hotspots for endangered leatherback turtles on longlines in the Pacific Ocean,5.4:UseAquatic,5,database,Quantitative,1,level2,SecretariatforPacificComunities_SPC;UNFAO,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,direct_exploitation;direct_exploitation,demographic;governance_and_institutions;society_and_culture
25409,Roger_etal,2011,Observational,Terrestrial,Local,100,australasia,Australia,Road impacts a tipping point for wildlife populations in threatened landscapes,4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,1;na,pollution;pollution,demographic;governance_and_institutions;technology
25410,Roger_etal,2012,Observational,Terrestrial,Local,,australasia,Australia,Linking habitat suitability and road mortalities across geographic ranges,4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,0,land/sea_use_change;land/sea_use_change,demographic;society_and_culture
25411,Rogers_etal,2010,Observational,Terrestrial,National,km,africa,Madagascar,Prioritizing key biodiversity areas in Madagascar by including data on human pressure and ecosystem services,1.1:DevResid; 2.5:AgUnspec; 4.1:RoadRail; 7.1:FireSystem,1; 2; 4; 7,modelled,Qualitative,4,cumulative,,Agriculture (Unspecified); Fire & Fire Suppression; Housing & Urban Areas; Roads & Railroads,Agriculture & Aquaculture; Natural System Modifications; Residential & Commercial Development; Transportation & Service Corridors,1,invasive_and_alien_species;invasive_and_alien_species,demographic;society_and_culture;technology
25413,Román-Palacios and Valencia-Zuleta,2018,Observational,Freshwater,National,0.5,south america,Colombia,Geographical context of forgotten amphibians: Colombian “Data Deficient species” sensu IUCN,1.1:DevResid; 1.4:DevUnspec; 2.5:AgUnspec; 4.1:RoadRail; 9.6:PollEnergy,1; 2; 4; 9,pcm,Quantitative,5,cumulative,GlobalHumanFootprint_WCS-CIESIN_2005,"Agriculture (Unspecified); Development (Unspecified); Excess Energy (Light, Heat, Sound); Housing & Urban Areas; Roads & Railroads",Agriculture & Aquaculture; Pollution; Residential & Commercial Development; Transportation & Service Corridors,0,climate_change;direct_exploitation;direct_exploitation,demographic;technology
25416,Romero-Muñoz_etal,2019,Observational,Terrestrial,Multi-national,1,south america,Bolivia,Habitat loss and overhunting synergistically drive the extirpation of jaguars from the Gran Chaco,2.1:AgNTC; 5.1:UseAnimals,2; 5,modelled; rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops; Hunting & Collecting Animals,Agriculture & Aquaculture; Biological Resource Use,1,land/sea_use_change;pollution;pollution,economic
25417,Romero-Muñoz_etal,2020,Observational,Terrestrial,Multi-national,1,south america,Argentina,Increasing synergistic effects of habitat destruction and hunting on mammals over three decades in the Gran Chaco,2.5:AgUnspec; 5.1:UseAnimals,2; 5,modelled,Quantitative,2,level2,WorldPop Population Dataset,Agriculture (Unspecified); Hunting & Collecting Animals,Agriculture & Aquaculture; Biological Resource Use,1;0,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,economic;governance_and_institutions
25419,Ropert-Coudert_etal,2019,Observational,Terrestrial,Local,,north america,Mexico,Happy feet in a hostile world? The future of penguins depends on proactive management of current and expected threats,8.1:SDAlienInv,8,literature; survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change,economic;governance_and_institutions;society_and_culture
25420,Rorabaugh_etal,2018,Observational,Freshwater,Sub-national,,north america,Mexico,"Status of the threatened chiricahua leopard frog and conservation challenges in Sonora, Mexico, with notes on other ranid frogs and non-native predators",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,direct_exploitation,economic;governance_and_institutions;technology
25422,Roscioni_etal,2013,Observational,Terrestrial,Local,,europe,Italy,Regional-scale modelling of the cumulative impact of wind farms on bats,3.3:Renew,3,survey,Qualitative,1,level2,,Renewable Energy,Energy Production & Mining,1,invasive_and_alien_species,economic;society_and_culture
25431,Rowden_etal,2019,Observational,Marine,National,1,south pacific,New Zealand,Examining the utility of a decision-support tool to develop spatial management options for the protection of vulnerable marine ecosystems on the high seas around New Zealand,5.4:UseAquatic,5,database,Qualitative,1,level2,GovernmentData,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,land/sea_use_change,economic;technology
25435,Ruiz-Orejón_etal,2019,Observational,Marine,Sub-national,,mediterranean,Spain,Quarterly variability of floating plastic debris in the marine protected area of the Menorca Channel (Spain),9.4:PollGarbSW,9,survey,Qualitative,1,level2,,Garbage & Solid Waste,Pollution,0,pollution,governance_and_institutions
25437,Rushton_etal,2006,Observational,Terrestrial,Local,100,europe,United Kingdom,Disease threats posed by alien species: The role of a poxvirus in the decline of the native red squirrel in Britain,8.1:SDAlienInv,8,database,Qualitative,1,level2,TullieHouseMuseum;RedAlertNorthWest,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,climate_change;direct_exploitation,governance_and_institutions;society_and_culture
25438,Russo_etal,2020,Observational,Terrestrial,National,,europe,Italy,Prioritizing road-kill mitigation areas: A spatially explicit national-scale model for an elusive carnivore,4.1:RoadRail,4,modelled,Quantitative,1,level2,LocalAuthorities,Roads & Railroads,Transportation & Service Corridors,1,climate_change;invasive_and_alien_species,governance_and_institutions;technology
25442,Sainsbury_etal,2008,Observational,Terrestrial,National,,europe,United Kingdom,Poxviral disease in red squirrels sciurus vulgaris in the UK: Spatial and temporal trends of an emerging threat,8.1:SDAlienInv,8,survey,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;land/sea_use_change,society_and_culture
25443,Saito_etal,2016,Observational,Terrestrial,Local,,asia,Japan,Time-delayed response of Japanese hare distribution to landscape change along an urban gradient,1.1:DevResid; 2.5:AgUnspec; 4.1:RoadRail,1; 2; 4,modelled,Qualitative,3,level2,,Agriculture (Unspecified); Housing & Urban Areas; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1,climate_change;pollution,society_and_culture;technology
25444,Sajeev and Subramanian,2003,Observational,Freshwater,Local,,asia,India,Land use/land cover changes in Ashtamudi wetland region of Kerala - A study using remote sensing and GIS,1.1:DevResid; 2.1:AgNTC; 4.1:RoadRail,1; 2; 4,rs,Qualitative,3,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1;na,direct_exploitation;invasive_and_alien_species,technology
25447,Sales Naiara_etal,2018,Observational,Freshwater,Sub-national,,south america,Brazil,Introgression from non-native species unveils a hidden threat to the migratory Neotropical fish Prochilodus hartii,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,direct_exploitation;land/sea_use_change,conflits_and_epidemics
25449,Salgado_etal,2018,Observational,Marine,Sub-national,289,north pacific,United States,"Distribution of deep-water corals, sponges, and demersal fisheries landings in Southern California, USA: Implications for conservation priorities",5.4:UseAquatic,5,database,Quantitative,1,level2,CDFW,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,direct_exploitation;pollution,conflits_and_epidemics;demographic
25454,Samhouri and Levin,2012,Observational,Marine,Local,,north pacific,United States,Linking land- and sea-based activities to risk in coastal ecosystems,1.4:DevUnspec; 9.2:PollIndMil,1; 9,modelled,Quantitative,2,level2,,Development (Unspecified); Industrial & Military Effluents,Pollution; Residential & Commercial Development,0,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;demographic;economic
25461,Sanchez-Mercado_etal,2008,Observational,Terrestrial,Sub-national,20,south america,Venezuela,"Factors affecting poaching risk to Vulnerable Andean bears Tremarctos ornatus in the Cordillera de Merida, Venezuela: space, parks and people",5.1:UseAnimals,5,literature; modelled,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,invasive_and_alien_species;pollution,conflits_and_epidemics;demographic;governance_and_institutions
25464,Sangil_etal,2013,Observational,Marine,Local,,north atlantic,Canary Islands,Assessing the impact of fishing in shallow rocky reefs: A multivariate approach to ecosystem management,5.4:UseAquatic,5,survey,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1;0,land/sea_use_change;pollution,conflits_and_epidemics;demographic;society_and_culture
25469,Santora_etal,2017,Observational,Marine,Sub-national,4500,north pacific,United States,Persistence of trophic hotspots and relation to human impacts within an upwelling marine ecosystem,5.4:UseAquatic,5,database,Quantitative,2,level2,CalCOFI,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;demographic;technology
25470,Santora_etal,2020,Observational,Marine,Sub-national,25,north pacific,United States,Habitat compression and ecosystem shifts as potential links between marine heatwave and record whale entanglements,11.3:CC_Temp; 5.4:UseAquatic,11; 5,database,Quantitative,2,level2,oceanmodeling.pmc.ucsc.edu;PacFIN,Fishing & Harvesting Aquatic Resources; Temperature Extremes,Biological Resource Use; Climate Change & Severe Weather,1;0,climate_change;direct_exploitation;land/sea_use_change,conflits_and_epidemics;economic
25473,Santos_etal,2013,Observational,Terrestrial,Local,m,europe,Portugal,"Relative effects of road risk, habitat suitability, and connectivity on wildlife roadkills: The case of tawny owls (Strix aluco)",4.1:RoadRail,4,database; modelled,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,1,climate_change;direct_exploitation;pollution,conflits_and_epidemics;economic;governance_and_institutions
25474,Santos_etal,2013,Observational,Terrestrial,Sub-national,m,europe,Portugal,Using species distribution modelling to predict bat fatality risk at wind farms,3.3:Renew,3,database; modelled,Quantitative,1,level2,GovernmentData,Renewable Energy,Energy Production & Mining,0,climate_change;invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;economic;society_and_culture
25482,Scabin_etal,2011,Observational,Terrestrial,Local,,south america,Brazil,The spatial distribution of illegal logging in the Anavilhanas archipelago (Central Amazonia) and logging impacts on species,5.3:UseWood,5,survey,Quantitative,1,level2,,Logging & Wood Harvesting,Biological Resource Use,0,climate_change;invasive_and_alien_species;pollution,conflits_and_epidemics;economic;technology
25488,Scheele_etal,2019,Observational,Freshwater,Global,,Unknown,Unknown,Amphibian fungal panzootic causes catastrophic and ongoing loss of biodiversity,8.1:SDAlienInv,8,expert; literature,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;society_and_culture
25487,Scheele_etal,2015,Observational,Freshwater,Local,,europe,Romania,Landscape context influences chytrid fungus distribution in an endangered European amphibian,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,climate_change;land/sea_use_change;pollution,conflits_and_epidemics;governance_and_institutions
25493,Schinegger_etal,2013,Observational,Freshwater,Continental,,europe,Unknown,Pressure-specific and multiple pressure response of fish assemblages in European running waters,7.2:WaterSystem; 9.7:PollUnspec,7; 9,database; modelled,Quantitative,2,cumulative,EFI+Consortium,Dams & Water Management/Use; Pollution (Unspecified),Natural System Modifications; Pollution,1,direct_exploitation;invasive_and_alien_species;pollution,conflits_and_epidemics;governance_and_institutions;technology
25496,Schlacher_etal,2016,S_Review,Marine,Global,,Unknown,Unknown,Human threats to sandy beaches: A meta-analysis of ghost crabs illustrates global anthropogenic impacts,1.1:DevResid; 1.3:DevRnR; 3.1:OilGas; 3.2:MinQuar; 5.1:UseAnimals; 5.2:UsePlant; 6.1:ActivRnR; 7.3:OtherSystem; 8.1:SDAlienInv; 9.2:PollIndMil,1; 3; 5; 6; 7; 8; 9,literature,Qualitative,10,cumulative,,Gathering Terrestrial Plants; Housing & Urban Areas; Hunting & Collecting Animals; Industrial & Military Effluents; Invasive Non-Native/Alien Species; Mining & Quarrying; Oil & Gas Drilling; Other Ecosystem Modifications; Recreational Activities; Tourism & Recreation Areas,Biological Resource Use; Energy Production & Mining; Human Intrusions & Disturbance; Invasive & Problematic Species; Natural System Modifications; Pollution; Residential & Commercial Development,1,direct_exploitation;land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture
25499,Schmeller_etal,2007,Observational,Freshwater,Multi-national,,europe,France,Introducing water frogs - Is there a risk for indigenous species in France?,8.1:SDAlienInv,8,survey,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;na,invasive_and_alien_species;land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
25507,Schuette_etal,2016,Observational,Terrestrial,Local,,africa,Kenya,"Ungulate distributions in a rangeland with competitors, predators and pastoralists",1.1:DevResid; 2.3:AgLivestock,1; 2,survey,Quantitative,2,level2,,Housing & Urban Areas; Livestock Farming & Ranching,Agriculture & Aquaculture; Residential & Commercial Development,0,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;technology
25511,Schurmann_etal,2020,Observational,Terrestrial,Local,,africa,Kenya,Assessing the relationship between land tenure issues and land cover changes around the Arabuko Sokoke Forest in Kenya,1.1:DevResid; 2.1:AgNTC; 2.2:AgWood,1; 2,rs,Qualitative,3,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Wood & Pulp Plantations,Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;direct_exploitation;invasive_and_alien_species;pollution,demographic
25512,Schuyler_etal,2014,S_Review,Marine,Global,,Unknown,Unknown,Global Analysis of Anthropogenic Debris Ingestion by Sea Turtles,9.4:PollGarbSW,9,literature,Quantitative,1,level2,,Garbage & Solid Waste,Pollution,0,climate_change;direct_exploitation;land/sea_use_change;pollution,demographic;economic
25513,Schwartz_etal,2010,Observational,Terrestrial,Sub-national,,north america,United States,Hazards affecting grizzly bear survival in the greater yellowstone ecosystem,1.4:DevUnspec; 4.1:RoadRail; 5.1:UseAnimals,1; 4; 5,database; modelled,Qualitative,3,cumulative,Various,Development (Unspecified); Hunting & Collecting Animals; Roads & Railroads,Biological Resource Use; Residential & Commercial Development; Transportation & Service Corridors,1,climate_change;invasive_and_alien_species;land/sea_use_change;pollution,demographic;economic;governance_and_institutions
25515,Sciarretta_etal,2016,Observational,Terrestrial,Sub-national,,europe,Italy,Adaptive management of invasive pests in natural protected areas: The case of Matsucoccus feytaudi in Central Italy,8.1:SDAlienInv,8,survey,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,demographic;economic;society_and_culture
25516,Scolozzi and Geneletti,2011,Observational,Terrestrial,Local,,europe,Italy,Spatial rule-based assessment of habitat potential to predict impact of land use changes on biodiversity at municipal scale,1.4:DevUnspec; 2.1:AgNTC,1; 2,database,Qualitative,2,level2,CorineLandCover,Annual & Perennial Non-Timber Crops; Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,demographic;economic;technology
25518,Seabrook_etal,2011,Observational,Terrestrial,Sub-national,,australasia,Australia,Drought-driven change in wildlife distribution and numbers: a case study of koalas in south west Queensland,11.2:CC_Drought,11,literature,Qualitative,1,level2,,Droughts,Climate Change & Severe Weather,1;0,climate_change;climate_change,demographic;governance_and_institutions
25520,Seidel_etal,2018,Observational,Terrestrial,Sub-national,,europe,Germany,Assessment of roe deer (Capreolus capreolus L.) – vehicle accident hotspots with respect to the location of ‘trees outside forest’ along roadsides,4.1:RoadRail,4,database,Qualitative,1,level2,ATKIS,Roads & Railroads,Transportation & Service Corridors,1,direct_exploitation;direct_exploitation,demographic;governance_and_institutions;society_and_culture
25521,Seidler_etal,2015,Observational,Terrestrial,Local,10,north america,United States,Identifying impediments to long-distance mammal migrations,2.5:AgUnspec; 4.1:RoadRail,2; 4,rs,Qualitative,2,level2,,Agriculture (Unspecified); Roads & Railroads,Agriculture & Aquaculture; Transportation & Service Corridors,0,pollution;pollution,demographic;governance_and_institutions;technology
25523,Seiler,2005,Observational,Terrestrial,Sub-national,,europe,Sweden,Predicting locations of moose-vehicle collisions in Sweden,4.1:RoadRail,4,database,Qualitative,1,level2,GovernmentData,Roads & Railroads,Transportation & Service Corridors,0,land/sea_use_change;land/sea_use_change,demographic;society_and_culture
25524,Seim_etal,2016,Observational,Terrestrial,Multi-national,,asia,Kyrgyzstan,Climate change increases drought stress of juniper trees in the mountains of central Asia,11.2:CC_Drought,11,database,Quantitative,1,level2,ClimateResearchUnit,Droughts,Climate Change & Severe Weather,1;0,invasive_and_alien_species;invasive_and_alien_species,demographic;society_and_culture;technology
25525,Seimon_etal,2013,Observational,Terrestrial,Sub-national,,asia,China,Canine distemper virus: An emerging disease in wild endangered Amur tigers (Panthera tigris altaica),8.2:SDNativProb,8,survey,Qualitative,1,level2,,Problematic Native Species,Invasive & Problematic Species,1,climate_change;direct_exploitation;direct_exploitation,demographic;technology
25526,Seimon_etal,2015,Observational,Freshwater,Multi-national,,africa,Tanzania,"Assessing the threat of amphibian chytrid fungus in the Albertine Rift: Past, present and future",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,land/sea_use_change;pollution;pollution,economic
25529,Selkoe_etal,2009,Observational,Marine,Sub-national,0.01,north pacific,Hawaii,"A map of human impacts to a ""pristine"" coral reef ecosystem, the Papah?naumoku?kea Marine National Monument",11.1:CC_Habitat; 11.3:CC_Temp; 4.3:ShipLane; 5.4:UseAquatic; 6.3:Other; 8.1:SDAlienInv; 9.2:PollIndMil; 9.4:PollGarbSW; 9.5:PollAir; 9.6:PollEnergy,11; 4; 5; 6; 8; 9,database,Quantitative,10,cumulative,Various,"Air-Borne Pollutants; Excess Energy (Light, Heat, Sound); Fishing & Harvesting Aquatic Resources; Garbage & Solid Waste; Habitat Shifting & Alteration; Industrial & Military Effluents; Invasive Non-Native/Alien Species; Shipping Lanes; Temperature Extremes; Work & Other Activities",Biological Resource Use; Climate Change & Severe Weather; Human Intrusions & Disturbance; Invasive & Problematic Species; Pollution; Transportation & Service Corridors,1,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,economic;governance_and_institutions
25530,Selman_etal,2013,Experimental,Freshwater,Local,,north america,United States,Effects of human disturbance on the behavior and physiology of an imperiled freshwater turtle,6.1:ActivRnR,6,survey,Qualitative,1,level2,,Recreational Activities,Human Intrusions & Disturbance,1;na,climate_change,economic;governance_and_institutions;society_and_culture
25531,Selvalakshmi,2014,Observational,Terrestrial,Local,,asia,India,Are the sensitive zones degrading? A modelling approach using GIS and remote sensing,1.1:DevResid; 4.1:RoadRail,1; 4,rs,Qualitative,2,level2,,Housing & Urban Areas; Roads & Railroads,Residential & Commercial Development; Transportation & Service Corridors,0,direct_exploitation,economic;governance_and_institutions;technology
25535,Semper-Pascual_etal,2020,Observational,Terrestrial,Sub-national,30,south america,Argentina,Using occupancy models to assess the direct and indirect impacts of agricultural expansion on species’ populations,2.5:AgUnspec,2,modelled,Qualitative,1,level1,,Agriculture (Unspecified),Agriculture & Aquaculture,1,invasive_and_alien_species,economic;society_and_culture
25539,Senn Helen_etal,2019,Observational,Terrestrial,Sub-national,,europe,United Kingdom,Distinguishing the victim from the threat: SNP?based methods reveal the extent of introgressive hybridization between wildcats and domestic cats in Scotland and inform future in situ and ex situ management options for species restoration,8.1:SDAlienInv; 8.3:Genes,8,database,Qualitative,1,level2,Various,Introduced Genetic Material; Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,land/sea_use_change,economic;technology
25542,Serieys_etal,2019,Observational,Terrestrial,Local,,africa,South Africa,Widespread anticoagulant poison exposure in predators in a rapidly growing South African city,5.1:UseAnimals,5,survey,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,pollution,governance_and_institutions
25543,Serra-Varela_etal,2017,Observational,Terrestrial,National,1,europe,Spain,Incorporating exposure to pitch canker disease to support management decisions of Pinus pinaster ait. in the face of Climate change,8.1:SDAlienInv,8,database,Quantitative,1,level2,GovernmentData;WorldCLIM,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,climate_change;direct_exploitation,governance_and_institutions;society_and_culture
25551,Shalders_etal,2018,Observational,Marine,Sub-national,1500,indian ocean,Australia,Potential climate-mediated changes to the distribution and density of pomacentrid reef fishes in south-Western Australia,11.1:CC_Habitat,11,survey,Qualitative,1,level2,,Habitat Shifting & Alteration,Climate Change & Severe Weather,1,climate_change;invasive_and_alien_species,governance_and_institutions;technology
25559,Sharma_etal,2018,Observational,Terrestrial,Sub-national,,asia,Nepal,Spatial assessment of the potential impact of infrastructure development on biodiversity conservation in lowland Nepal,1.1:DevResid; 2.5:AgUnspec; 4.1:RoadRail,1; 2; 4,rs,Qualitative,3,level2,,Agriculture (Unspecified); Housing & Urban Areas; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1;0,climate_change;land/sea_use_change,society_and_culture
25560,Sharma_etal,2020,Observational,Terrestrial,National,,asia,Nepal,Potential distribution of the critically endangered Chinese pangolin (Manis pentadactyla) in different land covers of Nepal: Implications for conservation,1.1:DevResid; 2.1:AgNTC,1; 2,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas,Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;pollution,society_and_culture;technology
25565,Shester,2008,Observational,Marine,Local,0.0001,north pacific,Mexico,"Sustainability in small-scale fisheries: An analysis of ecosystem impacts, fishing behavior, and spatial management using participatory research methods",5.4:UseAquatic,5,expert,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,direct_exploitation;invasive_and_alien_species,technology
25567,Shilling and Waetjen,2015,Observational,Terrestrial,Sub-national,,north america,United States,Wildlife-vehicle collision hotspots at US highway extents: scale and data source effects,4.1:RoadRail,4,database; modelled,Quantitative,1,level2,CalifornianRoadkillObservationSystem_CROS,Roads & Railroads,Transportation & Service Corridors,0,direct_exploitation;land/sea_use_change,conflits_and_epidemics
25574,Short_etal,2018,Observational,Marine,Global,,Unknown,Unknown,The use of mosquito nets in fisheries: A global perspective,5.4:UseAquatic,5,expert; literature,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1;0,direct_exploitation;pollution,conflits_and_epidemics;demographic
25575,Shrestha_etal,2019,Observational,Freshwater,Local,500,asia,India,Identifying and forecasting potential biophysical risk areas within a tropical mangrove ecosystem using multi-sensor data,2.2:AgWood; 2.5:AgUnspec,2,rs,Qualitative,2,level2,,Agriculture (Unspecified); Wood & Pulp Plantations,Agriculture & Aquaculture,1,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;demographic;economic
25577,Sieber_etal,2013,Observational,Terrestrial,Sub-national,,asia,Russia,Landsat-based mapping of post-Soviet land-use change to assess the effectiveness of the Oksky and Mordovsky protected areas in European Russia,2.5:AgUnspec,2,rs,Qualitative,1,level1,,Agriculture (Unspecified),Agriculture & Aquaculture,1,invasive_and_alien_species;pollution,conflits_and_epidemics;demographic;governance_and_institutions
25582,Sigaud_etal,2020,Observational,Terrestrial,Local,,north america,Canada,Emerging conflict between conservation programmes: when a threatened vertebrate facilitates the dispersal of exotic species in a rare plant community,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,land/sea_use_change;pollution,conflits_and_epidemics;demographic;society_and_culture
25585,Silcock_etal,2019,Observational,Terrestrial,Sub-national,,australasia,Australia,Feral fuchsia eating: Long-term decline of a palatable shrub in grazed rangelands,2.3:AgLivestock,2,survey,Qualitative,1,level2,,Livestock Farming & Ranching,Agriculture & Aquaculture,1;na,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;demographic;technology
25588,Silva_etal,2014,Observational,Terrestrial,Sub-national,,europe,Portugal,A spatially explicit approach to assess the collision risk between birds and overhead power lines: A case study with the little bustard,4.2:UtilityLine,4,literature; modelled,Quantitative,1,level2,,Utility & Service Lines,Transportation & Service Corridors,0,climate_change;direct_exploitation;land/sea_use_change,conflits_and_epidemics;economic
25589,Silva_etal,2018,Observational,Terrestrial,Local,0.5,south america,Brazil,"Who let the dogs out? Occurrence, population size and daily activity of domestic dogs in an urban Atlantic Forest reserve",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;direct_exploitation;pollution,conflits_and_epidemics;economic;governance_and_institutions
25591,Silva_etal,2020,Observational,Terrestrial,Local,200,asia,Thailand,High roadkill rates in the Dong Phayayen-Khao Yai World Heritage Site: conservation implications of a rising threat to wildlife,4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,0,climate_change;invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;economic;society_and_culture
25593,Silva-Rodríguez and Sieving,2012,Observational,Terrestrial,Multi-national,,south america,Chile,Domestic dogs shape the landscape-scale distribution of a threatened forest ungulate,8.1:SDAlienInv,8,expert; survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;invasive_and_alien_species;pollution,conflits_and_epidemics;economic;technology
25598,Simon_etal,2019,Observational,Freshwater,Local,,africa,South Africa,Bait Collecting by Subsistence and Recreational Fishers in Knysna Estuary May Impact Management and Conservation,5.4:UseAquatic,5,expert; survey,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1;0,climate_change;land/sea_use_change;pollution,conflits_and_epidemics;governance_and_institutions
25600,Singh_etal,2009,Observational,Terrestrial,Local,,asia,India,"Geospatial approach for tiger habitat evaluation and distribution in Corbett Tiger reserve, India",2.2:AgWood; 2.5:AgUnspec,2,rs,Qualitative,2,level2,,Agriculture (Unspecified); Wood & Pulp Plantations,Agriculture & Aquaculture,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;society_and_culture
25601,Singh_etal,2017,Observational,Terrestrial,Local,,asia,India,"Influence of changes in watershed landuse pattern on the wetland of Sultanpur National Park, Haryana using remote sensing techniques and hydrochemical analysis",1.4:DevUnspec; 2.5:AgUnspec,1; 2,rs,Qualitative,2,level1,,Agriculture (Unspecified); Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1;0,direct_exploitation;invasive_and_alien_species;pollution,conflits_and_epidemics;governance_and_institutions;technology
25607,Sini_etal,2019,Observational,Marine,Sub-national,,mediterranean,Greece,Small-scale coastal fishing shapes the structure of shallow rocky reef fish in the aegean sea,5.4:UseAquatic,5,modelled,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,direct_exploitation;land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture
25614,Skaer,2015,Observational,Terrestrial,Sub-national,,north america,United States,"Spatial Pattern in Invasive Grasses of California: Demography, Competition, and Environmental Alteration",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,invasive_and_alien_species;land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
