ArticleID,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded
25274,2.1:AgNTC,2,rs,Qualitative,2,level1,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
25276,1.1:DevResid,1,rs,Qualitative,2,level1,,Housing & Urban Areas,Residential & Commercial Development
25276,2.5:AgUnspec,2,rs,Qualitative,2,level1,,Agriculture (Unspecified),Agriculture & Aquaculture
25276,1.1:DevResid,1,rs,Qualitative,2,level1,,Housing & Urban Areas,Residential & Commercial Development
25276,2.5:AgUnspec,2,rs,Qualitative,2,level1,,Agriculture (Unspecified),Agriculture & Aquaculture
25276,1.1:DevResid,1,rs,Qualitative,2,level1,,Housing & Urban Areas,Residential & Commercial Development
25276,2.5:AgUnspec,2,rs,Qualitative,2,level1,,Agriculture (Unspecified),Agriculture & Aquaculture
25276,1.1:DevResid,1,rs,Qualitative,2,level1,,Housing & Urban Areas,Residential & Commercial Development
25276,2.5:AgUnspec,2,rs,Qualitative,2,level1,,Agriculture (Unspecified),Agriculture & Aquaculture
25276,1.1:DevResid,1,rs,Qualitative,2,level1,,Housing & Urban Areas,Residential & Commercial Development
25276,2.5:AgUnspec,2,rs,Qualitative,2,level1,,Agriculture (Unspecified),Agriculture & Aquaculture
25276,1.1:DevResid,1,rs,Qualitative,2,level1,,Housing & Urban Areas,Residential & Commercial Development
25276,2.5:AgUnspec,2,rs,Qualitative,2,level1,,Agriculture (Unspecified),Agriculture & Aquaculture
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,database,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25278,11.1:CC_Habitat,11,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Habitat Shifting & Alteration,Climate Change & Severe Weather
25278,9.7:PollUnspec,9,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Pollution (Unspecified),Pollution
25278,5.4:UseAquatic,5,rs,Quantitative,3,level2,NOAA;GlobalFishingWatch,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25283,1.4:DevUnspec,1,literature,Quantitative,5,cumulative,Jarvis_etal2010,Development (Unspecified),Residential & Commercial Development
25283,2.1:AgNTC,2,literature,Quantitative,5,cumulative,Jarvis_etal2010,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
25283,2.3:AgLivestock,2,literature,Quantitative,5,cumulative,Jarvis_etal2010,Livestock Farming & Ranching,Agriculture & Aquaculture
25283,3.1:OilGas,3,literature,Quantitative,5,cumulative,Jarvis_etal2010,Oil & Gas Drilling,Energy Production & Mining
25283,7.1:FireSystem,7,literature,Quantitative,5,cumulative,Jarvis_etal2010,Fire & Fire Suppression,Natural System Modifications
25283,1.4:DevUnspec,1,literature,Quantitative,5,cumulative,Jarvis_etal2010,Development (Unspecified),Residential & Commercial Development
25283,2.1:AgNTC,2,literature,Quantitative,5,cumulative,Jarvis_etal2010,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
25283,2.3:AgLivestock,2,literature,Quantitative,5,cumulative,Jarvis_etal2010,Livestock Farming & Ranching,Agriculture & Aquaculture
25283,3.1:OilGas,3,literature,Quantitative,5,cumulative,Jarvis_etal2010,Oil & Gas Drilling,Energy Production & Mining
25283,7.1:FireSystem,7,literature,Quantitative,5,cumulative,Jarvis_etal2010,Fire & Fire Suppression,Natural System Modifications
25286,8.1:SDAlienInv,8,survey,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species
25287,4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors
25287,4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors
25287,4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors
25287,4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors
25292,2.1:AgNTC,2,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
25292,2.3:AgLivestock,2,rs,Qualitative,2,level2,,Livestock Farming & Ranching,Agriculture & Aquaculture
25292,2.1:AgNTC,2,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
25292,2.3:AgLivestock,2,rs,Qualitative,2,level2,,Livestock Farming & Ranching,Agriculture & Aquaculture
25296,2.5:AgUnspec,2,rs,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25297,6.2:WarConflict,6,database,Qualitative,1,level2,RRRC-ISCG,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
25296,2.2:AgWood,2,rs,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,rs,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,survey,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25297,6.2:WarConflict,6,rs,Qualitative,1,level2,RRRC-ISCG,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
25296,2.2:AgWood,2,survey,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,survey,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,rs,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25296,2.2:AgWood,2,rs,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,rs,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,survey,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25296,2.2:AgWood,2,survey,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,survey,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,rs,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25296,2.2:AgWood,2,rs,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,rs,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,survey,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25296,2.2:AgWood,2,survey,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,survey,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,rs,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25296,2.2:AgWood,2,rs,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,rs,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25296,2.5:AgUnspec,2,survey,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
25296,2.2:AgWood,2,survey,Qualitative,3,level2,,Wood & Pulp Plantations,Agriculture & Aquaculture
25296,1.1:DevResid,1,survey,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25298,5.1:UseAnimals,5,database,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,expert,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,modelled,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,database,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,expert,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,modelled,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,database,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,expert,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25298,5.1:UseAnimals,5,modelled,Quantitative,1,level2,KenyaWildlifeService,Hunting & Collecting Animals,Biological Resource Use
25299,9.7:PollUnspec,9,survey,Qualitative,3,level2,,Pollution (Unspecified),Pollution
25299,1.1:DevResid,1,survey,Qualitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
25299,2.5:AgUnspec,2,survey,Qualitative,3,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
W26590,5.4:UseAquatic,5,expert,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
25304,9.7:PollUnspec,9,database,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,literature,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,database,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,literature,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,database,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,literature,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,database,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25304,9.7:PollUnspec,9,literature,Quantitative,1,level2,Contaminant Exposure and Effects - Terrestrial vertebrates,Pollution (Unspecified),Pollution
25308,5.1:UseAnimals,5,survey,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use
25309,11.1:CC_Habitat,11,database,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather
25309,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather
25309,11.1:CC_Habitat,11,database,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather
25309,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather
25309,11.1:CC_Habitat,11,database,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather
25309,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather
25313,7.1:FireSystem,7,rs,Qualitative,2,level2,,Fire & Fire Suppression,Natural System Modifications
